x,y,theta,mag,J,min_J
-3,-2,20,5.0,1.734669347643291,0.18470043309470513
-3,-2,30,0.5,0.9066960616929453,0.9066960616929453
-3,-2,30,1.0,0.9989381027004681,0.9235559333853939
-3,-2,30,1.5,1.119995781953675,0.882520023384988
-3,-2,30,2.0,1.2244946226604843,0.8664663415508158
-3,-2,30,2.5,1.2708262283483924,0.8371776809134172
-3,-2,30,3.0,1.2942655907253735,0.6716000895580335
-3,-2,30,3.5,1.522843862828643,0.6255596888083151
-3,-2,30,4.0,1.869057652982864,0.6108141456083978
-3,-2,30,4.5,2.0730458052696403,0.5609282457416714
-3,-2,30,5.0,1.776964606614841,0.5331120925739173
-3,-2,40,0.5,0.8852893331479489,0.8852893331479489
-3,-2,40,1.0,0.9625121751202728,0.9204916229317934
-3,-2,40,1.5,1.0461189203909929,0.8741157460503765
-3,-2,40,2.0,1.1280313910605417,0.7993493816130347
-3,-2,40,2.5,1.205124561299147,0.8007624694232398
-3,-2,40,3.0,1.3112803079549846,0.7422565063048355
-3,-2,40,3.5,1.3925426615015961,0.6961935290716516
-3,-2,40,4.0,1.4968473510646487,0.6356169032294157
-3,-2,40,4.5,1.5612569230320554,0.5938635402730993
-3,-2,40,5.0,1.6051326196048354,0.54896009704507
-3,-2,50,0.5,0.8529372932209461,0.8529372932209461
-3,-2,50,1.0,0.9475077159332506,0.8586936405782469
-3,-2,50,1.5,1.0911249645572765,0.7960360866392389
-3,-2,50,2.0,1.1141906535971327,0.6858684032855893
-3,-2,50,2.5,1.102536771096689,0.7086661027533517
-3,-2,50,3.0,1.2225666597627445,0.6374729267172428
-3,-2,50,3.5,1.3927115361117404,0.5236722224925929
-3,-2,50,4.0,1.0403174616424642,0.3876296635226446
-3,-2,50,4.5,1.1765520921055124,-0.30556897450097437
-3,-2,50,5.0,1.171120493034407,-0.08777265757467614
-3,-2,60,0.5,0.8280476799636123,0.8280476799636123
-3,-2,60,1.0,0.9482172925391598,0.8648116064753806
-3,-2,60,1.5,0.9520238415383041,0.834287675142946
-3,-2,60,2.0,1.0656314560042965,0.6703750791644618
