x,y,theta,mag,J
-3,-3,0,0.5,0.9815669237653262
-3,-3,0,1.0,1.0005010948768465
-3,-3,0,1.5,1.0210457209873547
-3,-3,0,2.0,1.0288130767145907
-3,-3,0,2.5,1.0431090992816097
-3,-3,0,3.0,1.0
-3,-3,0,3.5,1.0000000000000002
-3,-3,0,4.0,0.9139884729183758
-3,-3,0,4.5,0.8997181416425883
-3,-3,0,5.0,0.8360408432469082
-3,-3,10,0.5,0.9861271703358092
-3,-3,10,1.0,1.015296591270765
-3,-3,10,1.5,1.0239613247691182
-3,-3,10,2.0,0.9989428289872917
-3,-3,10,2.5,0.9639330239941357
-3,-3,10,3.0,0.9456145391355932
-3,-3,10,3.5,1.1577638331158622
-3,-3,10,4.0,1.2233132669221654
-3,-3,10,4.5,1.254218384011068
-3,-3,10,5.0,0.8839819178465034
-3,-3,20,0.5,0.990975660805985
-3,-3,20,1.0,1.0314630645400944
-3,-3,20,1.5,1.0105543197696785
-3,-3,20,2.0,0.991727276192912
-3,-3,20,2.5,1.1353964396939917
-3,-3,20,3.0,1.1487285113042027
-3,-3,20,3.5,1.000327070922802
-3,-3,20,4.0,0.9066788676597132
-3,-3,20,4.5,1.3995276094334617
-3,-3,20,5.0,1.6494571862736507
-3,-3,30,0.5,1.0059761866094319
-3,-3,30,1.0,1.0408820339051612
-3,-3,30,1.5,1.0164392474891606
-3,-3,30,2.0,1.1063084322130092
-3,-3,30,2.5,1.1811887815753883
-3,-3,30,3.0,0.9747586963085416
-3,-3,30,3.5,1.2914255148859197
-3,-3,30,4.0,1.7543387025414245
-3,-3,30,4.5,0.8268049576907558
-3,-3,30,5.0,1.298783007620767
-3,-3,40,0.5,1.008588109264264
-3,-3,40,1.0,1.0440982178668465
-3,-3,40,1.5,1.047665703904705
-3,-3,40,2.0,1.1863454460973766
-3,-3,40,2.5,1.0159849164428558
-3,-3,40,3.0,1.2277366685661504
-3,-3,40,3.5,1.0689949131397858
-3,-3,40,4.0,1.1854649447085341
-3,-3,40,4.5,1.9218467108922943
-3,-3,40,5.0,0.5896885615616073
-3,-3,50,0.5,1.0352349214290035
-3,-3,50,1.0,1.042192778326084
-3,-3,50,1.5,1.112620549809976
-3,-3,50,2.0,1.076648317370166
-3,-3,50,2.5,1.1584001363989098
-3,-3,50,3.0,1.16526922930734
-3,-3,50,3.5,1.1124295118490308
-3,-3,50,4.0,1.0
-3,-3,50,4.5,0.8299131834795096
-3,-3,50,5.0,0.80473961948143
-3,-3,60,0.5,1.0398336380244801
-3,-3,60,1.0,1.0512823790020376
-3,-3,60,1.5,1.1164710580921684
-3,-3,60,2.0,1.070412582201991
-3,-3,60,2.5,1.2908424511457115
-3,-3,60,3.0,1.0825920420924633
-3,-3,60,3.5,1.108448189086762
