x,y,theta,mag,J
-3,-2,0,0.5,0.9407053197429003
-3,-2,0,1.0,0.9974391922892902
-3,-2,0,1.5,1.0555703046246758
-3,-2,0,2.0,1.1136080148847978
-3,-2,0,2.5,1.1715524307324139
-3,-2,0,3.0,1.2293916422469746
-3,-2,0,3.5,1.2871385266724666
-3,-2,0,4.0,1.3448152092297057
-3,-2,0,4.5,1.4024385520000924
-3,-2,0,5.0,1.4600200749111318
-3,-2,10,0.5,0.9357463948320853
-3,-2,10,1.0,0.9863097674989867
-3,-2,10,1.5,1.039106410311097
-3,-2,10,2.0,1.0922949343997284
-3,-2,10,2.5,1.1447672455646525
-3,-2,10,3.0,1.1970802296035192
-3,-2,10,3.5,1.2510993962462753
-3,-2,10,4.0,1.303550301084879
-3,-2,10,4.5,1.3559273504385807
-3,-2,10,5.0,1.408242103125612
-3,-2,20,0.5,0.9283475182587226
-3,-2,20,1.0,0.9731626071092314
-3,-2,20,1.5,1.0189906870376089
-3,-2,20,2.0,1.0662421574862144
-3,-2,20,2.5,1.1122640961766896
-3,-2,20,3.0,1.1597989644404063
-3,-2,20,3.5,1.2059691280036724
-3,-2,20,4.0,1.2520684222954568
-3,-2,20,4.5,1.2981126262659783
-3,-2,20,5.0,1.3441132277641272
-3,-2,30,0.5,0.920318877597258
-3,-2,30,1.0,0.9571451027971289
-3,-2,30,1.5,0.9957540094134175
-3,-2,30,2.0,1.0351196335056965
-3,-2,30,2.5,1.073476918528829
-3,-2,30,3.0,1.111756401826453
-3,-2,30,3.5,1.1499565443274302
-3,-2,30,4.0,1.1880878293295383
-3,-2,30,4.5,1.2261637648008505
-3,-2,30,5.0,1.2641953607117635
-3,-2,40,0.5,0.910783908663685
-3,-2,40,1.0,0.9395651044654894
-3,-2,40,1.5,0.9691229577155126
-3,-2,40,2.0,0.998379608275623
-3,-2,40,2.5,1.0275810032184252
-3,-2,40,3.0,1.0567229717355568
-3,-2,40,3.5,1.085801722407694
-3,-2,40,4.0,1.1148191961220544
-3,-2,40,4.5,1.1437833608332346
-3,-2,40,5.0,1.1727032774071358
-3,-2,50,0.5,0.9010319863154801
-3,-2,50,1.0,0.9192878457669572
-3,-2,50,1.5,0.9388807031615785
-3,-2,50,2.0,0.9580816930469461
-3,-2,50,2.5,0.9772366511781413
-3,-2,50,3.0,0.9963517859739422
-3,-2,50,3.5,1.015422918773141
-3,-2,50,4.0,1.0344486950457144
-3,-2,50,4.5,1.053430186791513
-3,-2,50,5.0,1.0723712264725531
-3,-2,60,0.5,0.8903399773124338
-3,-2,60,1.0,0.898960901178992
-3,-2,60,1.5,0.9073981827096896
-3,-2,60,2.0,0.9154471355788258
-3,-2,60,2.5,0.9239699312159515
-3,-2,60,3.0,0.9324634801012661
-3,-2,60,3.5,0.9409332752841023
-3,-2,60,4.0,0.9493758358822395
-3,-2,60,4.5,0.9577896379270419
-3,-2,60,5.0,0.966175095387764
-3,-2,70,0.5,0.879448947021378
-3,-2,70,1.0,0.878254489849669
-3,-2,70,1.5,0.8757689270223199
-3,-2,70,2.0,0.8723026808310929
-3,-2,70,2.5,0.8699511128912222
-3,-2,70,3.0,0.8670130037812032
-3,-2,70,3.5,0.8646003633049042
-3,-2,70,4.0,0.8621720384319499
-3,-2,70,4.5,0.8597327042631452
-3,-2,70,5.0,0.8572815519372009
-3,-2,80,0.5,0.8687080427114416
-3,-2,80,1.0,0.8567916098846132
-3,-2,80,1.5,0.8435987702335114
-3,-2,80,2.0,0.8303824840529573
-3,-2,80,2.5,0.8171356557459416
-3,-2,80,3.0,0.803854793912239
-3,-2,80,3.5,0.7893955875966525
-3,-2,80,4.0,0.7761634780012343
-3,-2,80,4.5,0.762935469263308
-3,-2,80,5.0,0.7497095147118779
-3,-2,90,0.5,0.8584665162739474
-3,-2,90,1.0,0.8362750840579947
-3,-2,90,1.5,0.8128195627468653
-3,-2,90,2.0,0.7893640414357315
-3,-2,90,2.5,0.7659085201245975
-3,-2,90,3.0,0.7424529988134639
-3,-2,90,3.5,0.7189974775023289
-3,-2,90,4.0,0.6955419561911949
-3,-2,90,4.5,0.6720864348800605
-3,-2,90,5.0,0.648630913568926
-3,-2,100,0.5,0.8490498222266024
-3,-2,100,1.0,0.8174762059042172
-3,-2,100,1.5,0.7838548054842428
-3,-2,100,2.0,0.7516290437048369
-3,-2,100,2.5,0.7196974410027831
-3,-2,100,3.0,0.6853273491576906
-3,-2,100,3.5,0.6516200434125998
-3,-2,100,4.0,0.6188241236839537
-3,-2,100,4.5,0.5865485181173709
-3,-2,100,5.0,0.5544112445953089
-3,-2,110,0.5,0.8407455780968807
-3,-2,110,1.0,0.8003310302667779
-3,-2,110,1.5,0.7585755106751997
-3,-2,110,2.0,0.716387227504388
-3,-2,110,2.5,0.6759656718592933
-3,-2,110,3.0,0.6351537840070731
-3,-2,110,3.5,0.5929607644083451
-3,-2,110,4.0,0.5495381216652303
-3,-2,110,4.5,0.5056040677369075
-3,-2,110,5.0,0.46180247570798894
-3,-2,120,0.5,0.8328706634656712
-3,-2,120,1.0,0.7848441938330589
-3,-2,120,1.5,0.7363452477185293
-3,-2,120,2.0,0.6887066190344167
-3,-2,120,2.5,0.6384451503599383
-3,-2,120,3.0,0.5859671438513694
-3,-2,120,3.5,0.5332921791104578
-3,-2,120,4.0,0.4786061044924586
-3,-2,120,4.5,0.4304301032439899
-3,-2,120,5.0,0.3949041047228264
-3,-2,130,0.5,0.8276990080402516
-3,-2,130,1.0,0.7725044605267497
-3,-2,130,1.5,0.7199070365631365
-3,-2,130,2.0,0.6632363038922596
-3,-2,130,2.5,0.6033534468627203
-3,-2,130,3.0,0.5444430605881452
-3,-2,130,3.5,0.4849424369100796
-3,-2,130,4.0,0.4481927050569336
-3,-2,130,4.5,0.4126963099728208
-3,-2,130,5.0,0.3670760536489975
-3,-2,140,0.5,0.8239454428546025
-3,-2,140,1.0,0.7647796548736501
-3,-2,140,1.5,0.7067395444950845
-3,-2,140,2.0,0.6422981005235443
-3,-2,140,2.5,0.5776642364267767
-3,-2,140,3.0,0.515078814820763
-3,-2,140,3.5,0.4796149604118809
-3,-2,140,4.0,0.4412138100526353
-3,-2,140,4.5,0.37642445042197714
-3,-2,140,5.0,0.3186178615527586
-3,-2,150,0.5,0.8225590737915349
-3,-2,150,1.0,0.7600775139897289
-3,-2,150,1.5,0.6972208891940261
-3,-2,150,2.0,0.6289544021221899
-3,-2,150,2.5,0.5557376675795338
-3,-2,150,3.0,0.5178908089677081
-3,-2,150,3.5,0.48222110861288137
-3,-2,150,4.0,0.41763314977907345
-3,-2,150,4.5,0.34736207473378505
-3,-2,150,5.0,0.2845557565866384
-3,-2,160,0.5,0.8213400551245061
-3,-2,160,1.0,0.7595962896262753
-3,-2,160,1.5,0.6933999147832761
-3,-2,160,2.0,0.623999316532021
-3,-2,160,2.5,0.5599614858705353
-3,-2,160,3.0,0.529491542765506
-3,-2,160,3.5,0.4819459387095252
-3,-2,160,4.0,0.4162476533679456
-3,-2,160,4.5,0.34240679788844125
-3,-2,160,5.0,0.27912427377011567
-3,-2,170,0.5,0.8233322727141436
-3,-2,170,1.0,0.7630146785296562
-3,-2,170,1.5,0.6965303323678435
-3,-2,170,2.0,0.6235249027099025
-3,-2,170,2.5,0.5718761310441886
-3,-2,170,3.0,0.546235901554696
-3,-2,170,3.5,0.48639737480829126
-3,-2,170,4.0,0.4166598776507362
-3,-2,170,4.5,0.35482253174455425
-3,-2,170,5.0,0.29311282440425823
-3,-2,180,0.5,0.8260780138626129
-3,-2,180,1.0,0.7693120447988778
-3,-2,180,1.5,0.7059003173296903
-3,-2,180,2.0,0.6361670766263939
-3,-2,180,2.5,0.5902048248602011
-3,-2,180,3.0,0.5690357433954174
-3,-2,180,3.5,0.510304982640282
-3,-2,180,4.0,0.44277920405796645
-3,-2,180,4.5,0.38413383546763735
-3,-2,180,5.0,0.3256135778346716
-3,-2,190,0.5,0.8306318002103993
-3,-2,190,1.0,0.7791078011661529
-3,-2,190,1.5,0.7213553808600719
-3,-2,190,2.0,0.6559672375022974
-3,-2,190,2.5,0.6117390176945339
-3,-2,190,3.0,0.5959576629822383
-3,-2,190,3.5,0.5452004417877552
-3,-2,190,4.0,0.4831287708875062
-3,-2,190,4.5,0.4294786762626722
-3,-2,190,5.0,0.3758671728788608
-3,-2,200,0.5,0.8378620383504362
-3,-2,200,1.0,0.7927848373628396
-3,-2,200,1.5,0.7424882572198018
-3,-2,200,2.0,0.6873894208773216
-3,-2,200,2.5,0.6372569630568908
-3,-2,200,3.0,0.6248531648980996
-3,-2,200,3.5,0.5976612506590986
-3,-2,200,4.0,0.5490464049494631
-3,-2,200,4.5,0.48953087879461954
-3,-2,200,5.0,0.4426358860505338
-3,-2,210,0.5,0.8468451628356785
-3,-2,210,1.0,0.8087068242534645
-3,-2,210,1.5,0.7676906075443362
-3,-2,210,2.0,0.7208654981921456
-3,-2,210,2.5,0.6680156563520244
-3,-2,210,3.0,0.6543300407003636
-3,-2,210,3.5,0.6482931266384475
-3,-2,210,4.0,0.6104125814789684
-3,-2,210,4.5,0.5622784820147096
-3,-2,210,5.0,0.523560668429189
-3,-2,220,0.5,0.855933548623998
-3,-2,220,1.0,0.8258898804036688
-3,-2,220,1.5,0.7962484356188757
-3,-2,220,2.0,0.7609219053111429
-3,-2,220,2.5,0.7247932266241266
-3,-2,220,3.0,0.6871381985967924
-3,-2,220,3.5,0.6857325471701117
-3,-2,220,4.0,0.6858621458525719
-3,-2,220,4.5,0.6550968825362725
-3,-2,220,5.0,0.6310054870701342
-3,-2,230,0.5,0.865308630756165
-3,-2,230,1.0,0.845495240159447
-3,-2,230,1.5,0.8269289046686982
-3,-2,230,2.0,0.8051658175358064
-3,-2,230,2.5,0.7798222463301689
-3,-2,230,3.0,0.7548097227194457
-3,-2,230,3.5,0.7252674818360483
-3,-2,230,4.0,0.7262660661529827
-3,-2,230,4.5,0.7350665911113965
-3,-2,230,5.0,0.7366266952141879
-3,-2,240,0.5,0.875481200102276
-3,-2,240,1.0,0.8673118338921669
-3,-2,240,1.5,0.8578318285015175
-3,-2,240,2.0,0.8499174705633338
-3,-2,240,2.5,0.8391202166495817
-3,-2,240,3.0,0.8258334908080058
-3,-2,240,3.5,0.8117754301011733
-3,-2,240,4.0,0.7937280487603284
-3,-2,240,4.5,0.779751632919988
-3,-2,240,5.0,0.7855055449975774
-3,-2,250,0.5,0.8870225260675783
-3,-2,250,1.0,0.8881922294953642
-3,-2,250,1.5,0.8904374905076219
-3,-2,250,2.0,0.8923260760190218
-3,-2,250,2.5,0.8952345564336813
-3,-2,250,3.0,0.8974138702818004
-3,-2,250,3.5,0.8980523277716441
-3,-2,250,4.0,0.897306365219107
-3,-2,250,4.5,0.8957423337902618
-3,-2,250,5.0,0.8938446715509343
-3,-2,260,0.5,0.8976422673590749
-3,-2,260,1.0,0.9097018514081744
-3,-2,260,1.5,0.9222070374624595
-3,-2,260,2.0,0.9357667955975161
-3,-2,260,2.5,0.9494713481646538
-3,-2,260,3.0,0.9617573551019354
-3,-2,260,3.5,0.9744687039221661
-3,-2,260,4.0,0.9875440907620594
-3,-2,260,4.5,1.0007639881511665
-3,-2,260,5.0,1.0138847093723817
-3,-2,270,0.5,0.9079057370865791
-3,-2,270,1.0,0.930097169302531
-3,-2,270,1.5,0.9535526906136641
-3,-2,270,2.0,0.9770082119247978
-3,-2,270,2.5,1.000463733235934
-3,-2,270,3.0,1.0239192545470652
-3,-2,270,3.5,1.0473747758581986
-3,-2,270,4.0,1.0708302971693318
-3,-2,270,4.5,1.0942858184804698
-3,-2,270,5.0,1.1177413397916014
-3,-2,280,0.5,0.917490957437869
-3,-2,280,1.0,0.9493486535944066
-3,-2,280,1.5,0.9825509527175078
-3,-2,280,2.0,1.0158036705518416
-3,-2,280,2.5,1.0490823035832852
-3,-2,280,3.0,1.0823853740625657
-3,-2,280,3.5,1.1151247179142498
-3,-2,280,4.0,1.1485591193192781
-3,-2,280,4.5,1.1820097466928585
-3,-2,280,5.0,1.2154716954301241
-3,-2,290,0.5,0.9260841658658195
-3,-2,290,1.0,0.9667135155003752
-3,-2,290,1.5,1.0086463161907342
-3,-2,290,2.0,1.0499633351384317
-3,-2,290,2.5,1.09215519252784
-3,-2,290,3.0,1.133931096036256
-3,-2,290,3.5,1.1761287837928749
-3,-2,290,4.0,1.2183145084637694
-3,-2,290,4.5,1.2604890321532634
-3,-2,290,5.0,1.3026551235024206
-3,-2,300,0.5,0.9333942161692458
-3,-2,300,1.0,0.9824497383068195
-3,-2,300,1.5,1.0302277055308244
-3,-2,300,2.0,1.0794312489997488
-3,-2,300,2.5,1.1290672021091284
-3,-2,300,3.0,1.1786771291480949
-3,-2,300,3.5,1.2282666291697109
-3,-2,300,4.0,1.2778401938873467
