x,y,theta,mag,J
-3,0,0,4.5,0.9981343619180016
-3,0,0,5.0,1.624552775422909
-3,0,10,0.5,0.8397086761592238
-3,0,10,1.0,0.9924038988212656
-3,0,10,1.5,1.178636357933168
-3,0,10,2.0,0.9991834245122372
-3,0,10,2.5,1.2282446739553685
-3,0,10,3.0,1.2375357160356697
-3,0,10,3.5,1.5201872001655832
-3,0,10,4.0,1.771062687361707
-3,0,10,4.5,2.045292045340411
-3,0,10,5.0,1.7260858593654118
-3,0,20,0.5,0.8326823914524876
-3,0,20,1.0,0.9767658250432156
-3,0,20,1.5,1.0634435620810634
-3,0,20,2.0,1.1065602706974353
-3,0,20,2.5,1.329427032997437
-3,0,20,3.0,1.2315027853793767
-3,0,20,3.5,1.3149395896307023
-3,0,20,4.0,1.2887515102041818
-3,0,20,4.5,1.636630670064911
-3,0,20,5.0,1.754842086825801
-3,0,30,0.5,0.7165160571855874
-3,0,30,1.0,0.9981991729776517
-3,0,30,1.5,1.0358673011804542
-3,0,30,2.0,1.1543496193802387
-3,0,30,2.5,0.9750781460675056
-3,0,30,3.0,1.1417744201877142
-3,0,30,3.5,1.3557964133771248
-3,0,30,4.0,1.294911289135138
-3,0,30,4.5,1.2730403879691803
-3,0,30,5.0,1.406940391434931
-3,0,40,0.5,0.6915238933784696
-3,0,40,1.0,0.9629333681856795
-3,0,40,1.5,1.0058566112924598
-3,0,40,2.0,0.7796943912674439
-3,0,40,2.5,1.0541159046286774
-3,0,40,3.0,1.1822332783142009
-3,0,40,3.5,1.0764014981032444
-3,0,40,4.0,1.2141192680821715
-3,0,40,4.5,1.2655672906820958
-3,0,50,0.5,0.7443842211617162
-3,0,50,1.0,0.9560522181026962
-3,0,50,1.5,0.8764879950068726
-3,0,50,2.0,0.9441283980737019
-3,0,50,2.5,1.0275556264747034
-3,0,50,3.0,0.9277781771316107
-3,0,50,3.5,1.0878048284794701
-3,0,60,0.5,0.7174564777839689
-3,0,60,1.0,0.938739418641866
-3,0,60,1.5,0.79239475215805
-3,0,60,2.0,0.9371356892596553
-3,0,60,2.5,0.8699235711576161
-3,0,60,3.0,0.8855622432505333
-3,0,70,0.5,0.6872015109280563
-3,0,70,1.0,0.9197159147238497
-3,0,70,1.5,0.4455664187287141
-3,0,70,2.0,0.8929612917239276
-3,0,70,2.5,0.6488226260675946
-3,0,70,3.0,0.8670130037812059
-3,0,80,0.5,0.6556903638613139
-3,0,80,1.0,0.7934179794108998
-3,0,80,1.5,0.3519489869766298
-3,0,80,2.0,0.8011705476107391
-3,0,80,2.5,0.5371957688149781
-3,0,80,3.0,0.8201606994750004
-3,0,90,0.5,0.6228306487292887
-3,0,90,1.0,0.7549367717895339
-3,0,90,1.5,0.269349036520381
-3,0,90,2.0,0.7354774056715617
-3,0,90,2.5,0.43202759123200757
-3,0,90,3.0,0.7415578667192942
-3,0,280,0.5,0.5889715556738001
-3,0,280,1.0,0.7934179794109002
-3,0,280,1.5,0.6299672860761995
-3,0,280,2.0,0.8011705476107395
-3,0,280,2.5,0.7199943911757236
-3,0,280,3.0,0.8201606994749989
-3,0,290,0.5,0.6196617922758271
-3,0,290,1.0,0.8304175483649224
-3,0,290,1.5,0.7539412475719636
-3,0,290,2.0,0.8219075449358467
-3,0,290,2.5,0.838516064745259
-3,0,290,3.0,0.8099375855063149
-3,0,300,0.5,0.7651465317706293
-3,0,300,1.0,0.8239878694121622
-3,0,300,1.5,0.8666797762621763
-3,0,300,2.0,0.8464507877821104
-3,0,300,2.5,0.9620679012601318
-3,0,300,3.0,0.8731895058157472
-3,0,310,0.5,0.7887402631462025
-3,0,310,1.0,0.808860241422265
-3,0,310,1.5,0.9388807031615853
-3,0,310,2.0,0.8873714352398437
-3,0,310,2.5,0.9790923674509803
-3,0,310,3.0,0.9866627101112907
-3,0,310,3.5,0.982750292987393
-3,0,320,0.5,0.8759986065524367
-3,0,320,1.0,0.7424685935502761
-3,0,320,1.5,0.996521792476919
-3,0,320,2.0,0.998379608275622
-3,0,320,2.5,0.9994932735595238
-3,0,320,3.0,1.1473726396497215
-3,0,320,3.5,1.2286976028762269
-3,0,320,4.0,1.0825081955805966
-3,0,320,4.5,1.1515053627034129
-3,0,330,0.5,0.888712556243495
-3,0,330,1.0,0.890418239684946
-3,0,330,1.5,0.8665990174673711
-3,0,330,2.0,1.1543496193802363
-3,0,330,2.5,1.222815841832325
-3,0,330,3.0,1.1117564018264547
-3,0,330,3.5,1.1967362162759085
-3,0,330,4.0,1.294911289135141
-3,0,330,4.5,1.5115083839727022
-3,0,330,5.0,1.530504407265853
-3,0,340,0.5,0.9273637691926813
-3,0,340,1.0,0.9653358951835412
-3,0,340,1.5,1.0082353849864112
-3,0,340,2.0,1.0856439119881265
-3,0,340,2.5,1.1430066498926938
-3,0,340,3.0,1.4941927118933447
-3,0,340,3.5,1.5714484829692692
-3,0,340,4.0,1.692451971189219
-3,0,340,4.5,1.6693790255867462
-3,0,340,5.0,1.3441132277641339
-3,0,350,0.5,0.9336840500538562
-3,0,350,1.0,0.9906010451919005
-3,0,350,1.5,1.0474497999681553
-3,0,350,2.0,1.1045236819578639
-3,0,350,2.5,1.1613820824330998
-3,0,350,3.0,1.2197095156809332
-3,0,350,3.5,1.2767525646372273
-3,0,350,4.0,1.3337393144401186
-3,0,350,4.5,1.504869129068172
-3,0,350,5.0,1.5790155744600567
-3,1,0,0.5,0.889246579101085
-3,1,0,1.0,0.9979675058200561
-3,1,0,1.5,1.1345072267955714
-3,1,0,2.0,1.3258157458110251
-3,1,0,2.5,1.4891709375193338
-3,1,0,3.0,1.5834095697904926
-3,1,0,3.5,1.7293359692221744
-3,1,0,4.0,1.6597560865048042
-3,1,0,4.5,1.7696324836532225
-3,1,0,5.0,1.6487422184885363
-3,1,10,0.5,0.8545305873821659
-3,1,10,1.0,0.9745893057537662
-3,1,10,1.5,1.0613642865589397
-3,1,10,2.0,1.157427298838572
-3,1,10,2.5,1.2070781538247497
-3,1,10,3.0,1.2197095156809379
-3,1,10,3.5,1.4324061623734161
-3,1,10,4.0,1.6180823428504938
-3,1,10,4.5,1.7684611294154637
-3,1,10,5.0,1.6515834174016708
-3,1,20,0.5,0.8454959366489462
-3,1,20,1.0,0.8799166660484365
-3,1,20,1.5,1.030726944520675
-3,1,20,2.0,1.0818566373934644
-3,1,20,2.5,1.2532671041064085
-3,1,20,3.0,1.2770842062793244
-3,1,20,3.5,1.30525387774297
-3,1,20,4.0,1.2520684222954561
-3,1,20,4.5,1.4979760923992462
-3,1,20,5.0,1.5840883530405618
-3,1,30,0.5,0.7889090639007469
-3,1,30,1.0,0.8904182396849424
-3,1,30,1.5,1.0081728772305525
-3,1,30,2.0,1.106421390211292
-3,1,30,2.5,1.0955989832869812
-3,1,30,3.0,1.1117564018264556
-3,1,30,3.5,1.2739197951191834
-3,1,30,4.0,1.2665849507323617
-3,1,40,0.5,0.7661830189747352
-3,1,40,1.0,0.9171504108550927
-3,1,40,1.5,0.9887788430000382
-3,1,40,2.0,0.9461701130148695
-3,1,40,2.5,1.0275810032184223
-3,1,40,3.0,1.1331687734932283
-3,1,50,0.5,0.6881033257205253
-3,1,50,1.0,0.9268676433640479
-3,1,50,1.5,0.8884343130319593
-3,1,50,2.0,0.9299227714914295
-3,1,50,2.5,1.0095377390736617
-3,1,60,0.5,0.6535425479473569
-3,1,60,1.0,0.9064644949787599
-3,1,60,1.5,0.823189001979226
-3,1,60,2.0,0.9154471355788265
-3,1,70,0.5,0.6196617922758264
-3,1,70,1.0,0.8843920985069256
-3,1,70,1.5,0.6970094928333663
-3,1,70,2.0,0.8723026808310953
-3,1,80,0.5,0.5889715556737986
-3,1,80,1.0,0.8061140989076572
-3,1,80,1.5,0.6299672860762013
-3,1,80,2.0,0.8301893924157737
-3,1,90,0.5,0.5613954400380436
-3,1,90,1.0,0.7730360600742778
-3,1,90,1.5,0.5667941011674199
-3,1,90,2.0,0.7773264505385357
-3,1,280,0.5,0.6556903638613133
-3,1,280,1.0,0.8036975335975893
-3,1,280,1.5,0.3519489869766298
-3,1,280,2.0,0.8057618766073034
-3,1,280,2.5,0.6262301676291808
-3,1,280,3.0,0.79567636609663
-3,1,280,3.5,0.6705427269318509
-3,1,280,4.0,0.7449063396301104
-3,1,290,0.5,0.687201510928056
-3,1,290,1.0,0.8427154596075483
-3,1,290,1.5,0.6700634296341541
-3,1,290,2.0,0.8293761869129336
-3,1,290,2.5,0.8070791624586604
-3,1,290,3.0,0.7582491649501077
-3,1,290,3.5,0.8742796245489238
-3,1,290,4.0,0.7403348179859132
-3,1,300,0.5,0.9994801460169417
-3,1,300,1.0,0.8420727816899123
-3,1,300,1.5,0.8721677764039505
-3,1,300,2.0,0.8317435457340072
-3,1,300,2.5,0.9982712863015925
-3,1,300,3.0,0.8138663684920175
-3,1,300,3.5,0.9978452710585737
-3,1,300,4.0,0.9139148785126423
-3,1,300,4.5,0.9693229987230507
-3,1,310,0.5,0.9993316886016879
-3,1,310,1.0,0.8214066605245138
-3,1,310,1.5,0.9535583961097623
-3,1,310,2.0,0.8212023385138515
-3,1,310,2.5,1.0121839412701799
-3,1,310,3.0,0.9963517859739446
-3,1,310,3.5,0.9478821918936406
-3,1,310,4.0,1.1156796069496486
-3,1,310,4.5,1.028318791453052
-3,1,310,5.0,1.0426737630176441
-3,1,320,0.5,0.9033016095292237
-3,1,320,1.0,0.9111634232957908
-3,1,320,1.5,1.0473897182577607
-3,1,320,2.0,1.0185561836757677
-3,1,320,2.5,0.9481665524618375
-3,1,320,3.0,1.2367472672557238
-3,1,320,3.5,1.3111022040526776
-3,1,320,4.0,1.1148191961220573
-3,1,320,4.5,1.1530556120790454
-3,1,320,5.0,1.4114408852981162
-3,1,330,0.5,0.9111205204246542
-3,1,330,1.0,0.9981991729776518
-3,1,330,1.5,1.1118335315870815
-3,1,330,2.0,1.2320997723567446
-3,1,330,2.5,1.276233702855042
-3,1,330,3.0,1.1417744201877145
-3,1,330,3.5,1.1711688698403948
-3,1,330,4.0,1.1362637031244427
-3,1,330,4.5,1.7295230748075794
-3,1,330,5.0,1.6674970236304427
-3,1,340,0.5,0.9350890688981089
-3,1,340,1.0,0.989985615040591
-3,1,340,1.5,0.9994156245537626
-3,1,340,2.0,0.9992208327383508
-3,1,340,2.5,1.5052807383301903
-3,1,340,3.0,1.9094972896511582
-3,1,340,3.5,1.7253974944979658
-3,1,340,4.0,1.8743271270542037
-3,1,340,4.5,1.7655961894288428
-3,1,340,5.0,1.3915486086765434
-3,1,350,0.5,0.9378195664316837
-3,1,350,1.0,0.9976205812827921
-3,1,350,1.5,1.057565249331828
-3,1,350,2.0,1.1175547071083103
-3,1,350,2.5,1.1775538763662603
-3,1,350,3.0,1.2375357160356697
-3,1,350,3.5,1.2974882314898855
-3,1,350,4.0,1.3574110818234288
-3,1,350,4.5,1.5358826184704273
-3,1,350,5.0,1.61270352499206
-3,2,0,0.5,0.904488874070255
-3,2,0,1.0,0.9972068227732669
-3,2,0,1.5,1.1096773164423843
-3,2,0,2.0,1.2417984286051333
-3,2,0,2.5,1.3643308330987414
-3,2,0,3.0,1.4571865511377586
-3,2,0,3.5,1.5728611780557302
-3,2,0,4.0,1.5692729304856214
-3,2,0,4.5,1.6643661477100047
-3,2,0,5.0,1.6026803218655754
-3,2,10,0.5,0.8766505105614351
-3,2,10,1.0,0.9753906365049128
-3,2,10,1.5,1.069259149039991
-3,2,10,2.0,1.1439903096638095
-3,2,10,2.5,1.1881632063735892
-3,2,10,3.0,1.1970802296035086
-3,2,10,3.5,1.341436301980695
-3,2,10,4.0,1.48692265592375
-3,2,10,4.5,1.596029097593157
-3,2,10,5.0,1.5368421709838171
-3,2,20,0.5,0.8678301450849999
-3,2,20,1.0,0.9380289829903653
-3,2,20,1.5,1.0225313447294229
-3,2,20,2.0,1.0662421574862104
-3,2,20,2.5,1.1959836588502333
-3,2,30,0.5,0.8366097139673798
-3,2,30,1.0,0.9176163168632339
-3,2,30,1.5,0.9957540094134186
