x,y,theta,mag,J,min_J,J9,min_J9,correlation_J_J9
-3,-3,130,2.5,1.0269100176425883,0.6740438530280949,0.9183466835084305,-1.329606154670426,0.8590789296832558
-3,-3,130,3.0,1.0242000487149396,0.5954066971419816,0.9008063279226249,-1.790631489175658,0.8787607165291138
-3,-3,130,3.5,1.021347714412764,0.5167033505057931,0.8829145329427004,-2.256774723724052,0.889610607852932
-3,-3,130,4.0,1.018345086465174,0.4379424747171039,0.8631364356038084,-2.716698505393797,0.8952839937219168
-3,-3,130,4.5,1.0134036494875154,0.3578646651438516,0.8467643054330594,-3.1890887426648113,0.896975446557524
-3,-3,130,5.0,1.0121810726280098,0.28236587035682303,0.8285762385087027,-3.655189658437739,0.8937514585580386
-3,-3,140,0.5,1.03737660181893,0.8751010959227666,1.1875972682514593,0.1164892011280703,0.936204808768678
-3,-3,140,1.0,1.0426960839857553,0.8365701427190395,1.098474164875435,-0.5421752358504692,0.9016227443698516
-3,-3,140,1.5,1.0458659589614567,0.7962107079208708,1.0781484161918589,-1.0956457536238633,0.8654981864449023
-3,-3,140,2.0,1.04801477154257,0.7546990309164624,1.1053297234928032,-1.1261528199656334,0.8971792901507814
-3,-3,140,2.5,1.049932126804929,0.7127208550163541,1.130355024912517,-1.135489085533429,0.9214901549297029
-3,-3,140,3.0,1.0516461617146367,0.6701274351534123,1.1531842833671082,-1.1391895610086342,0.9336894512224193
-3,-3,140,3.5,1.0506355032938388,0.611810083200767,1.1772249851828411,-1.4163828109134835,0.9387234279703042
-3,-3,140,4.0,1.0529206118738512,0.5843222764341215,1.203161780513836,-1.7700813928250234,0.9366172322859564
-3,-3,140,4.5,1.0588492655663169,0.5440995037250023,1.2272119047270917,-2.117260720153305,0.9321103835939526
-3,-3,140,5.0,1.0667199500900817,0.48888184267301527,1.251208909718473,-2.4643835071734914,0.9265489275153738
-3,-3,150,0.5,1.0413007685642612,0.8726500490594833,1.2107446358459144,0.02634186742300638,0.9330832001530973
-3,-3,150,1.0,1.0521335713088078,0.8321797682606545,1.147755475076654,-0.9225260128868467,0.8763279894266245
-3,-3,150,1.5,1.059637747843211,0.789148651900218,1.2025674233654235,-1.1231723280362729,0.8911321060721932
-3,-3,150,2.0,1.0662374518927629,0.7449896238336796,1.2723457398309765,-1.1355697263961193,0.9096604613166802
-3,-3,150,2.5,1.072570806471915,0.7001068542988903,1.3383217990878356,-1.1358850942037353,0.91587928899513
-3,-3,150,3.0,1.077032621808055,0.6427012302404331,1.402419487656605,-1.1402823943553182,0.9121552150124619
-3,-3,150,3.5,1.0825310766347973,0.6065071582047333,1.4698786046291903,-1.1271004231552864,0.905628967167025
-3,-3,150,4.0,1.093515376309739,0.5888029278421463,1.53546918458501,-1.1234871369120782,0.8972551621727147
-3,-3,150,4.5,1.1065599039393699,0.5695113422794664,1.600992738544094,-1.1202312089875563,0.8888038068515576
-3,-3,150,5.0,1.1140405859362166,0.5246605931265915,1.6663729009440669,-1.1812839797405577,0.8811385277159548
-3,-3,160,0.5,1.0473131012768646,0.8728882747559268,1.2367198866192106,-0.04552488330351939,0.9305529321715349
-3,-3,160,1.0,1.0611275352290512,0.8303887932576343,1.2156994719293017,-0.9884976059041067,0.8903299480024273
-3,-3,160,1.5,1.0722130098736382,0.7855498864954507,1.3243659162960024,-1.1289431637570464,0.8924012348508438
-3,-3,160,2.0,1.0836323425892658,0.7405358864187482,1.4305938957367068,-1.1421748010585344,0.8959575962759475
-3,-3,160,2.5,1.0941964658209287,0.6940565993098873,1.5345627363954946,-1.1462877044839965,0.8879296093407203
-3,-3,160,3.0,1.1019541423040944,0.632962479076897,1.6396481393452562,-1.1423630806309981,0.8756611425132346
-3,-3,160,3.5,1.1156080015463081,0.6145793210642433,1.746709477981447,-1.129704414040285,0.8672729778753165
-3,-3,160,4.0,1.1332445273719736,0.5981388336896206,1.8517962691608116,-1.1267198970358503,0.8574460618434092
-3,-3,160,4.5,1.1463462954358015,0.5591403134731939,1.9567397107935234,-1.1170736651817008,0.8495061564209605
-3,-3,160,5.0,1.158619622406406,0.5181841156962835,2.0616550051173475,-1.1145533841931763,0.8400307182088214
-3,-3,170,0.5,1.0539338357283785,0.8755650069850488,1.2643062878299427,-0.09048919988819337,0.9251559689771018
-3,-3,170,1.0,1.0677456786499226,0.83045622498934,1.2853010254603026,-1.0073127586722188,0.8953200167428581
-3,-3,170,1.5,1.083369727129859,0.7860284248680822,1.4336662325280156,-1.1300534921931975,0.8848694391409063
-3,-3,170,2.0,1.0993346295599071,0.7413019594946877,1.5761160727703043,-1.1437010804914536,0.8785098557021799
-3,-3,170,2.5,1.1137448126539786,0.6947046350453906,1.716324718925594,-1.1484786371384548,0.8643112313992102
-3,-3,170,3.0,1.1250576625068773,0.639865096470074,1.8596619346912264,-1.135907317608202,0.8525009437122536
-3,-3,170,3.5,1.1448484633903677,0.6262961365938683,2.001160696633908,-1.1330807100851155,0.8419601266328332
-3,-3,170,4.0,1.167625218236166,0.6121262726870255,2.1425708415004956,-1.1307213109310637,0.8333056880525861
-3,-3,170,4.5,1.183314395930087,0.5654639502972972,2.2838109629698486,-1.1215911726907664,0.82574430917612
-3,-3,170,5.0,1.1992874963984645,0.5235247085597148,2.423457448252915,-1.113574916518734,0.8194490070032967
-3,-3,180,0.5,1.058436081328036,0.8768272642078154,1.2943060166631986,-0.10564664319302919,0.9218535189976526
-3,-3,180,1.0,1.0767732611111156,0.8348409616946479,1.3517982465301763,-1.0295349957405002,0.8937425261286271
-3,-3,180,1.5,1.0955866097297577,0.7919719117628807,1.5296894740241496,-1.1353338245410027,0.876145230608729
-3,-3,180,2.0,1.113986077239844,0.7481523851541036,1.7043612556183332,-1.1458351576133614,0.8640691991787739
-3,-3,180,2.5,1.1320317659301573,0.7030430424951776,1.8765852779561305,-1.1512507674775025,0.8479821857632924
-3,-3,180,3.0,1.1474718453369503,0.6525465295975047,2.051981897315108,-1.139247396386868,0.8363333643801191
-3,-3,180,3.5,1.1711025035762992,0.6417390085965942,2.22552207978812,-1.1370274629176804,0.8268949148052669
-3,-3,180,4.0,1.1968512445564146,0.6282302240617745,2.398975483645815,-1.1352732052025578,0.8191009865629121
-3,-3,180,4.5,1.2156788001094183,0.5822672906496152,2.572249566621055,-1.1266892603304206,0.8126980375827445
-3,-3,180,5.0,1.23018436094464,0.5170805726413743,2.7439036169073,-1.119219990161536,0.8053338985552339
-3,-3,190,0.5,1.0615518950194966,0.8791536520569502,1.3244117715177655,-0.09048919988819337,0.9172229541660822
-3,-3,190,1.0,1.084639660767911,0.8418023388210615,1.4029644518782258,-1.0093840354567827,0.8964999653270223
-3,-3,190,1.5,1.106109281194503,0.8018614002410362,1.6101613721549006,-1.1336006482989593,0.8692489447837435
-3,-3,190,2.0,1.1264207194965015,0.760394964374925,1.8114429256061506,-1.148490245828618,0.8531104286908735
-3,-3,190,2.5,1.1476024250747214,0.7183138232810978,2.010483284970404,-1.1544932491188578,0.8371241890362878
-3,-3,190,3.0,1.1656867974117688,0.6672761628610641,2.2126522139449967,-1.1430495888243009,0.8260031204899411
-3,-3,190,3.5,1.192249120779408,0.6594589960448962,2.4129826890966406,-1.1413969822910868,0.8175285314823995
-3,-3,190,4.0,1.2203185599164905,0.6513176307966575,2.613224547172188,-1.140210806204479,0.8105022634583693
-3,-3,190,4.5,1.242594405320452,0.6095717413005476,2.813296381850504,-1.1321862102389704,0.8052269421764152
-3,-3,190,5.0,1.2651541734988703,0.5726768990363671,3.011774580342535,-1.125269178700321,0.8009769883152495
-3,-3,200,0.5,1.0639504258459092,0.8844652714136066,1.3525957412015734,-0.04554740932245422,0.9096121985221597
-3,-3,200,1.0,1.0878021265973947,0.8495107351563361,1.447451181094006,-0.9925053629024171,0.8874184813584756
-3,-3,200,1.5,1.1122248969261541,0.8140362526901415,1.671993480043059,-1.135931896454354,0.8608025829316389
-3,-3,200,2.0,1.1355251540081697,0.7771169990293115,1.8940973140661073,-1.1516141900697745,0.8441691928801165
-3,-3,200,2.5,1.1590624800945595,0.7395055979674363,2.1139420093072663,-1.1581416748385496,0.8290694336361685
-3,-3,200,3.0,1.1797933594324526,0.6859661695760162,2.3349032668393455,-1.1565538176547927,0.8160884620779446
-3,-3,200,3.5,1.2064204215293919,0.6779333529564784,2.5578404600579097,-1.1460937824604678,0.8104074023684045
-3,-3,200,4.0,1.237030150209783,0.6741795046423669,2.7788031058196374,-1.1454204986746253,0.8044117639028489
-3,-3,200,4.5,1.2631051211283364,0.6457312243895936,2.999622402034702,-1.1379533863409659,0.8004333732475015
-3,-3,200,5.0,1.2883516509536685,0.6149275694826327,3.220413550940875,-1.1377247939955712,0.7949948309630634
-3,-3,210,0.5,1.0631260806888143,0.8883215252471179,1.3801438025961847,0.02652229089788868,0.8987409515312785
-3,-3,210,1.0,1.0911292151164662,0.8601618732432198,1.4865538085771974,-0.9279948090824403,0.8774108135938468
-3,-3,210,1.5,1.1165344092294969,0.8294672264227263,1.7107649236162312,-1.13331945385104,0.8557266564103778
-3,-3,210,2.0,1.142099667074475,0.7985498028277531,1.9499424068320579,-1.1493156255532309,0.8387474175736831
-3,-3,210,2.5,1.1673985754490575,0.766722976499429,2.1853176328391877,-1.1530982853827112,0.8256761519601991
-3,-3,210,3.0,1.1908259445806257,0.7211586476022678,2.4188144881582136,-1.1610496584311718,0.8127049784495411
-3,-3,210,3.5,1.2152899532027952,0.697202703638856,2.655672771881088,-1.1510852119127264,0.8055044674729795
-3,-3,210,4.0,1.2452398066731662,0.6962128002990084,2.890662518587164,-1.1508520434228586,0.7996928269383934
-3,-3,210,4.5,1.2772498880982248,0.6960199854612765,3.125585239296507,-1.1509743115034192,0.795155517389914
-3,-3,210,5.0,1.3036961238905003,0.6655739581914197,3.360364568446771,-1.1441478623518955,0.7921347381166887
-3,-3,220,0.5,1.0654346822413383,0.8953134397682605,1.4053726392080614,0.11706242175505566,0.8852064953818775
-3,-3,220,1.0,1.0928279173283793,0.8725914759656096,1.5340249067886227,-0.546115844440272,0.88814296134976
-3,-3,220,1.5,1.119010896904727,0.8480962419928478,1.7314745290616465,-1.1083230740442092,0.8543389904021408
-3,-3,220,2.0,1.1455413554669287,0.8236819513956667,1.976431207319179,-1.1437080070618482,0.8349195494443893
-3,-3,220,2.5,1.1718403567103788,0.7986242803651444,2.2192318796955006,-1.1576581922365197,0.8211039100952378
-3,-3,220,3.0,1.1979360376011758,0.7727043515730877,2.459836509106687,-1.1659313963698619,0.8096227375471245
-3,-3,220,3.5,1.221307025161467,0.7285295974097441,2.7016525818790016,-1.165762299310671,0.8008892350501345
-3,-3,220,4.0,1.2479737797225705,0.7179261081054398,2.9453647481665954,-1.1565479995138028,0.7960384102302366
-3,-3,220,4.5,1.2782840793961263,0.720431251433883,3.1871902433364463,-1.1570270750986844,0.7914228379416178
-3,-3,220,5.0,1.3105364099009809,0.7242644562944593,3.428962619284442,-1.1577864588387021,0.7877380938921744
-3,-3,230,0.5,1.0635525996226156,0.9003006257322089,1.425935532310436,0.20717061152336966,0.867638455022134
-3,-3,230,1.0,1.092759176769342,0.8858210095877396,1.5595498715608613,-0.3718860935729972,0.8791343438143822
-3,-3,230,1.5,1.1189887768538302,0.8688285133107211,1.7275908366851245,-1.0104660350952896,0.859855231364263
-3,-3,230,2.0,1.1456948194445569,0.851649369413861,1.9710968461419198,-1.138726958214843,0.832457377826526
-3,-3,230,2.5,1.172194588599208,0.8340328302223352,2.21601958708872,-1.1521232380410167,0.8188892686180108
-3,-3,230,3.0,1.1985415338628829,0.8159173213916862,2.458013812218991,-1.1623065975801685,0.8082823061665452
-3,-3,230,3.5,1.2247461137520324,0.7971502986223887,2.699656597955115,-1.162297405896352,0.8008743169423762
-3,-3,230,4.0,1.2508003999957684,0.7777117250675172,2.939413081332277,-1.1720378328972885,0.7928949118675059
-3,-3,230,4.5,1.2749158772094324,0.7469205468811861,3.1825755318776148,-1.1634385075840534,0.7887471666164512
-3,-3,230,5.0,1.302750214541249,0.7485976955387966,3.423922045669282,-1.1644586151753902,0.7845880982739697
-3,-3,240,0.5,1.0639859455870717,0.9089255245214226,1.4377497471008907,0.26860350761214136,0.8515663107194078
-3,-3,240,1.0,1.0912853840953989,0.9001901891504734,1.5877139802345004,-0.10601388370130649,0.8625339642042215
