x,y,theta,mag,J,min_J
-3,-3,40,0.5,0.9411559784038058,-0.06860645324427539
-3,-3,40,1.0,0.8060541976632055,0.03140054906897921
-3,-3,40,1.5,0.585144477049266,-0.588869265098506
-3,-3,40,2.0,0.2553672832891629,-1.3293938637572367
-3,-3,40,2.5,0.03011100424992652,-1.9555695430273599
-3,-3,40,3.0,-0.19826688910305867,-2.5815169182990743
-3,-3,40,3.5,-0.424353235369872,-3.2050018429488536
-3,-3,40,4.0,-0.7350964917698054,-3.922050207501821
-3,-3,40,4.5,-0.9718851996371897,-4.570764596416518
-3,-3,40,5.0,-1.2129339628817226,-5.28893958897188
-3,-3,50,0.5,0.9449218434717984,-0.06004799865622018
-3,-3,50,1.0,0.8001305613824697,-0.11936939899965794
-3,-3,50,1.5,0.5766496144014547,-0.8147165394646584
-3,-3,50,2.0,0.35271609140437366,-1.5102833326594571
-3,-3,50,2.5,0.01863808911005016,-2.327069543757888
-3,-3,50,3.0,-0.20803667732775222,-3.0278816722356963
-3,-3,50,3.5,-0.4386061534308407,-3.7277353933573187
-3,-3,50,4.0,-0.6666880885088358,-4.424826492053982
-3,-3,50,4.5,-0.9698138125383722,-5.206569289195386
-3,-3,50,5.0,-1.2097945106435544,-5.925274205316445
-3,-3,60,0.5,0.9584789898982904,-0.03553468222495793
-3,-3,60,1.0,0.8074818956479927,-0.22820400762989917
-3,-3,60,1.5,0.5883921500400379,-0.9772831984989566
-3,-3,60,2.0,0.36865283742637667,-1.7269044934949647
-3,-3,60,2.5,0.14869891559820644,-2.476569178569426
-3,-3,60,3.0,-0.17980851579552987,-3.3459792742670835
-3,-3,60,3.5,-0.4030044159032261,-4.098193053428089
-3,-3,60,4.0,-0.6254527228691797,-4.853292305256696
-3,-3,60,4.5,-0.8506456110901119,-5.605798621599119
-3,-3,60,5.0,-1.0738408367383907,-6.3546309004022765
-3,-3,70,0.5,0.9841893515030059,0.0011818179961670275
-3,-3,70,1.0,0.7477750606417658,-0.38141813092614185
-3,-3,70,1.5,0.6195943941466971,-1.0720784589130468
-3,-3,70,2.0,0.4109597396878204,-1.8526688833608018
-3,-3,70,2.5,0.20194303901225458,-2.633582495896904
-3,-3,70,3.0,-0.00725937823519552,-3.4145863843405073
-3,-3,70,3.5,-0.2165444529119308,-4.195573149469389
-3,-3,70,4.0,-0.5329378946561489,-5.095464198171484
-3,-3,70,4.5,-0.7440372253746342,-5.8779714041008
-3,-3,70,5.0,-0.9558221457797877,-6.660804630115809
-3,-3,80,0.5,1.0195451925867203,0.06165052024760223
-3,-3,80,1.0,0.8086072527753295,-0.3627234206173004
-3,-3,80,1.5,0.5995555618338548,-1.1722730786006899
-3,-3,80,2.0,0.3968684381719998,-1.9747648808367706
-3,-3,80,2.5,0.28564670166574585,-2.6731311270232365
-3,-3,80,3.0,0.09391320310734005,-3.4614369942778844
-3,-3,80,3.5,-0.09797041355802011,-4.249869024755155
-3,-3,80,4.0,-0.2899789075826915,-5.038397595022838
-3,-3,80,4.5,-0.48208191179084103,-5.826986198577748
-3,-3,80,5.0,-0.6742508331823472,-6.615601461663264
-3,-3,90,0.5,1.0524609863251477,0.14947604378379978
-3,-3,90,1.0,0.8830618195748716,-0.2967157128349005
-3,-3,90,1.5,0.7136626528245864,-1.0692071496291673
-3,-3,90,2.0,0.5442634860743372,-1.8416985864233981
-3,-3,90,2.5,0.3748643193240673,-2.6141900232176596
-3,-3,90,3.0,0.205465152573797,-3.386681460011898
-3,-3,90,3.5,0.03606598582351184,-4.159172896806165
-3,-3,90,4.0,-0.13333318092674568,-4.931664333600412
-3,-3,90,4.5,-0.30273234767700913,-5.704155770394679
-3,-3,90,5.0,-0.4721315144272943,-6.476647207188941
-3,-3,100,0.5,1.086557427196004,0.22948837292864926
-3,-3,100,1.0,0.9441905409462008,-0.21245653042003748
-3,-3,100,1.5,0.791730092638299,-0.9583339303822224
-3,-3,100,2.0,0.6293394270128705,-1.7153645720424435
-3,-3,100,2.5,0.46128989250561425,-2.4786360379021577
-3,-3,100,3.0,0.2933568064783163,-3.2416147495689316
-3,-3,100,3.5,0.1295135155765939,-3.9998583602277584
-3,-3,100,4.0,-0.0289621147137345,-4.751976039819628
-3,-3,100,4.5,-0.18251771175872716,-5.498508201578542
-3,-3,100,5.0,-0.35172392035551947,-6.259339154673896
-3,-3,110,0.5,1.1180541596314384,0.2755522520899698
-3,-3,110,1.0,0.9782260102276806,-0.12395216475179732
-3,-3,110,1.5,0.8167317396032142,-0.8543215363951187
-3,-3,110,2.0,0.6676145326831071,-1.57020734159707
-3,-3,110,2.5,0.520160358651142,-2.2828092178159824
-3,-3,110,3.0,0.40549603343922475,-2.9572457904833844
-3,-3,110,3.5,0.30694929206468324,-3.614281554614512
-3,-3,110,4.0,0.20816529461455002,-4.2739531340901324
-3,-3,110,4.5,0.1106735820983753,-4.929738734209204
-3,-3,110,5.0,0.011657197976114309,-5.5894390266670255
-3,-3,120,0.5,1.1443417835295908,0.2670928812776469
-3,-3,120,1.0,1.0008980530918916,-0.10527940268494829
-3,-3,120,1.5,0.8734938345126488,-0.663311618069685
-3,-3,120,2.0,0.7649823193875787,-1.287591992031863
-3,-3,120,2.5,0.7055734008869909,-1.8565398672318216
-3,-3,120,3.0,0.6494655833102546,-2.427023354664963
-3,-3,120,3.5,0.590475373169488,-2.9973291536621587
-3,-3,120,4.0,0.5307294013331296,-3.563071714792959
-3,-3,120,4.5,0.47103438571705025,-4.134073375753519
-3,-3,120,5.0,0.40954546009961534,-4.6989174868699015
-3,-3,130,0.5,1.1664009515943827,0.20609046523084384
-3,-3,130,1.0,1.0404807101287414,-0.3688002678986153
-3,-3,130,1.5,0.9489870945369452,-0.996823623903223
-3,-3,130,2.0,0.9329585232776839,-1.1179955095739265
-3,-3,130,2.5,0.9183466835084305,-1.329606154670426
-3,-3,130,3.0,0.9008063279226249,-1.790631489175658
-3,-3,130,3.5,0.8829145329427004,-2.256774723724052
-3,-3,130,4.0,0.8631364356038084,-2.716698505393797
-3,-3,130,4.5,0.8467643054330594,-3.1890887426648113
-3,-3,130,5.0,0.8285762385087027,-3.655189658437739
-3,-3,140,0.5,1.1875972682514593,0.1164892011280703
-3,-3,140,1.0,1.098474164875435,-0.5421752358504692
-3,-3,140,1.5,1.0781484161918589,-1.0956457536238633
-3,-3,140,2.0,1.1053297234928032,-1.1261528199656334
-3,-3,140,2.5,1.130355024912517,-1.135489085533429
-3,-3,140,3.0,1.1531842833671082,-1.1391895610086342
-3,-3,140,3.5,1.1772249851828411,-1.4163828109134835
-3,-3,140,4.0,1.203161780513836,-1.7700813928250234
-3,-3,140,4.5,1.2272119047270917,-2.117260720153305
-3,-3,140,5.0,1.251208909718473,-2.4643835071734914
