x,y,theta,mag,J3,min_J3,J9,min_J9,correlation_J3_J9
-3,-3,80,4.0,0.5679448846725272,-1.0568709354359371,-0.2899789075826915,-5.038397595022838,0.9208306496058497
-3,-3,80,4.5,0.5014636178997182,-1.3280838072465735,-0.48208191179084103,-5.826986198577748,0.9234495453772215
-3,-3,80,5.0,0.43334681559109056,-1.6011294249096608,-0.6742508331823472,-6.615601461663264,0.926410599584043
-3,-3,90,0.5,1.0455921491858577,0.7295979650081245,1.0524609863251477,0.14947604378379978,0.927282625297146
-3,-3,90,1.0,0.9870055007141195,0.5803086364599643,0.8830618195748716,-0.2967157128349005,0.8656625011033794
-3,-3,90,1.5,0.9284188522423801,0.3154002500259227,0.7136626528245864,-1.0692071496291673,0.8756332235166759
-3,-3,90,2.0,0.8698322037706403,0.05049186359186965,0.5442634860743372,-1.8416985864233981,0.893143027896213
-3,-3,90,2.5,0.8112455552988996,-0.21441652284217522,0.3748643193240673,-2.6141900232176596,0.9042810917955222
-3,-3,90,3.0,0.75265890682716,-0.4793249092762198,0.205465152573797,-3.386681460011898,0.9112781283272853
-3,-3,90,3.5,0.6940722583554236,-0.7442332957102719,0.03606598582351184,-4.159172896806165,0.9159397134572107
-3,-3,90,4.0,0.635485609883684,-1.009141682144322,-0.13333318092674568,-4.931664333600412,0.9192254242830323
-3,-3,90,4.5,0.5768989614119439,-1.2740500685783631,-0.30273234767700913,-5.704155770394679,0.9216502223225622
-3,-3,90,5.0,0.5183123129402062,-1.538958455012406,-0.4721315144272943,-6.476647207188941,0.9235064399977635
-3,-3,100,0.5,1.0573425991885077,0.7170562767892383,1.086557427196004,0.22948837292864926,0.9653238519790216
-3,-3,100,1.0,1.0109679957617408,0.6116572409247214,0.9441905409462008,-0.21245653042003748,0.8968423507931009
-3,-3,100,1.5,0.9635287908046899,0.3654637784310725,0.791730092638299,-0.9583339303822224,0.8441149440463961
-3,-3,100,2.0,0.9175095366644254,0.12151228924745183,0.6293394270128705,-1.7153645720424435,0.8213065728085647
-3,-3,100,2.5,0.869972704207693,-0.12561742286325359,0.46128989250561425,-2.4786360379021577,0.8262279534218729
-3,-3,100,3.0,0.8220611457684852,-0.375938045422534,0.2933568064783163,-3.2416147495689316,0.8412852680471997
-3,-3,100,3.5,0.7739448895252717,-0.6264614042283805,0.1295135155765939,-3.9998583602277584,0.8532754110058142
-3,-3,100,4.0,0.7263919573882672,-0.8765923833991633,-0.0289621147137345,-4.751976039819628,0.862451936756044
-3,-3,100,4.5,0.6775859205856117,-1.1275307621461774,-0.18251771175872716,-5.498508201578542,0.8698927854912017
-3,-3,100,5.0,0.6293137596968528,-1.3794267119338801,-0.35172392035551947,-6.259339154673896,0.8760001695845524
-3,-3,110,0.5,1.0709360750357795,0.7137737735436959,1.1180541596314384,0.2755522520899698,0.9813790821816406
-3,-3,110,1.0,1.0375385769671996,0.6662008560776527,0.9782260102276806,-0.12395216475179732,0.8433887818193684
-3,-3,110,1.5,1.0022549351105055,0.44126109154787574,0.8167317396032142,-0.8543215363951187,0.7364492529801037
-3,-3,110,2.0,0.9665064995414123,0.2128422518549423,0.6676145326831071,-1.57020734159707,0.7438353570386663
-3,-3,110,2.5,0.9294860141548205,-0.01665077231330414,0.520160358651142,-2.2828092178159824,0.7682983995983421
-3,-3,110,3.0,0.8926628549810974,-0.24757699118555965,0.40549603343922475,-2.9572457904833844,0.7954775156117033
-3,-3,110,3.5,0.853602032349361,-0.4803530608784539,0.30694929206468324,-3.614281554614512,0.8292252641028246
-3,-3,110,4.0,0.8139873727569191,-0.7135285369886905,0.20816529461455002,-4.2739531340901324,0.853835235664312
-3,-3,110,4.5,0.7761837230075832,-0.9448173774972898,0.1106735820983753,-4.929738734209204,0.8689117439641854
-3,-3,110,5.0,0.7370142840835673,-1.176991219094517,0.011657197976114309,-5.5894390266670255,0.8799874167623608
-3,-3,120,0.5,1.0839785540582747,0.7043041098070552,1.1443417835295908,0.2670928812776469,0.9850411375339169
-3,-3,120,1.0,1.0646016436885857,0.6449212692891467,1.0008980530918916,-0.10527940268494829,0.8143582249787672
-3,-3,120,1.5,1.0409165065064523,0.527801929017472,0.8734938345126488,-0.663311618069685,0.7380939892948091
-3,-3,120,2.0,1.0172171534951766,0.32556751184856164,0.7649823193875787,-1.287591992031863,0.7392441012690197
-3,-3,120,2.5,0.9906177070978551,0.12023211611892892,0.7055734008869909,-1.8565398672318216,0.7962885516780263
-3,-3,120,3.0,0.9632500746843974,-0.08516268781941844,0.6494655833102546,-2.427023354664963,0.8395927597212991
-3,-3,120,3.5,0.9355512651552359,-0.28964895118143674,0.590475373169488,-2.9973291536621587,0.8641625106338998
-3,-3,120,4.0,0.911944131312423,-0.49177584919519723,0.5307294013331296,-3.563071714792959,0.8763824877673959
-3,-3,120,4.5,0.8919012587891689,-0.6864209155714132,0.47103438571705025,-4.134073375753519,0.8810340599856354
-3,-3,120,5.0,0.8735733562024737,-0.8775034177290811,0.40954546009961534,-4.6989174868699015,0.8805292937844661
-3,-3,130,0.5,1.0999729084619774,0.6957137983868977,1.1664009515943827,0.20609046523084384,0.9763707869567919
-3,-3,130,1.0,1.0921168879788918,0.6182322825540699,1.0404807101287414,-0.3688002678986153,0.8343129723369878
-3,-3,130,1.5,1.0815977279308773,0.5387244863934876,0.9489870945369452,-0.996823623903223,0.7761767181150503
-3,-3,130,2.0,1.0683490936516824,0.442260891713885,0.9329585232776839,-1.1179955095739265,0.8363922746821607
-3,-3,130,2.5,1.0532506097383876,0.28695002734000885,0.9183466835084305,-1.329606154670426,0.8880906800517354
-3,-3,130,3.0,1.040388938867854,0.11739673859463723,0.9008063279226249,-1.790631489175658,0.914834643442189
-3,-3,130,3.5,1.034346372285536,-0.04222774875783053,0.8829145329427004,-2.256774723724052,0.9214065624850374
-3,-3,130,4.0,1.0316188598898854,-0.19581804104104128,0.8631364356038084,-2.716698505393797,0.9178951998510582
-3,-3,130,4.5,1.0312376716267946,-0.3491679699600474,0.8467643054330594,-3.1890887426648113,0.9146686020533882
-3,-3,130,5.0,1.030427623865783,-0.502356538701906,0.8285762385087027,-3.655189658437739,0.9116763677830494
-3,-3,140,0.5,1.1140463075621216,0.6775439890950594,1.1875972682514593,0.1164892011280703,0.9692256173663477
-3,-3,140,1.0,1.1197170820928726,0.5959795136937456,1.098474164875435,-0.5421752358504692,0.8705140987040002
-3,-3,140,1.5,1.1211171716051962,0.4907443542688867,1.0781484161918589,-1.0956457536238633,0.8656506645372151
-3,-3,140,2.0,1.1203125323999346,0.36599079330850065,1.1053297234928032,-1.1261528199656334,0.9233349775819865
-3,-3,140,2.5,1.1197533540211948,0.21004210249892158,1.130355024912517,-1.135489085533429,0.9585725235413288
-3,-3,140,3.0,1.128327557089704,0.12840877636555223,1.1531842833671082,-1.1391895610086342,0.9667396664298235
-3,-3,140,3.5,1.1423489159697284,0.10487101007946426,1.1772249851828411,-1.4163828109134835,0.9648082300213647
-3,-3,140,4.0,1.1574974584830784,0.08832214756264267,1.203161780513836,-1.7700813928250234,0.9629676440274592
-3,-3,140,4.5,1.1721512891195185,0.030441509229579333,1.2272119047270917,-2.117260720153305,0.9611999719876805
-3,-3,140,5.0,1.1864914165903282,-0.0806426412780219,1.251208909718473,-2.4643835071734914,0.9597411620189024
-3,-3,150,0.5,1.127825040711329,0.6720860873582895,1.2107446358459144,0.02634186742300638,0.9690853086435649
-3,-3,150,1.0,1.1474371899190008,0.5789051224707624,1.147755475076654,-0.9225260128868467,0.870340885170972
-3,-3,150,1.5,1.1613357884167452,0.45552077563556653,1.2025674233654235,-1.1231723280362729,0.9228535370436898
-3,-3,150,2.0,1.171525735942796,0.288066981106848,1.2723457398309765,-1.1355697263961193,0.9666234465122331
-3,-3,150,2.5,1.1918275550690542,0.15164799000207685,1.3383217990878356,-1.1358850942037353,0.9806831169574619
-3,-3,150,3.0,1.2185727262378172,0.1179050103308125,1.402419487656605,-1.1402823943553182,0.9780609360107753
-3,-3,150,3.5,1.2491928187132388,0.1004480947295414,1.4698786046291903,-1.1271004231552864,0.976125895335287
-3,-3,150,4.0,1.2790409742489883,0.08494389953933006,1.53546918458501,-1.1234871369120782,0.9743089043188644
-3,-3,150,4.5,1.3085555863374452,0.06813722061033939,1.600992738544094,-1.1202312089875563,0.9728869929108762
-3,-3,150,5.0,1.3371437302388243,0.04747154381498959,1.6663729009440669,-1.1812839797405577,0.97301379960881
-3,-3,160,0.5,1.1392049991969655,0.6649995969756811,1.2367198866192106,-0.04552488330351939,0.9728760414138471
-3,-3,160,1.0,1.1734344412103435,0.5612892217077426,1.2156994719293017,-0.9884976059041067,0.9039300479974074
-3,-3,160,1.5,1.198442314410195,0.41685824238332453,1.3243659162960024,-1.1289431637570464,0.9541772464223395
-3,-3,160,2.0,1.2239265982375314,0.23651372613192617,1.4305938957367068,-1.1421748010585344,0.979526919334409
-3,-3,160,2.5,1.261008316663773,0.13935625963696116,1.5345627363954946,-1.1462877044839965,0.9801447434205842
-3,-3,160,3.0,1.30489586321543,0.11597788052183804,1.6396481393452562,-1.1423630806309981,0.9756751568040679
-3,-3,160,3.5,1.3492042221077227,0.10132414997251316,1.746709477981447,-1.129704414040285,0.9743503832123657
-3,-3,160,4.0,1.3930376703678515,0.08599353575964361,1.8517962691608116,-1.1267198970358503,0.9727134688916953
-3,-3,160,4.5,1.43646865102306,0.06885463569119586,1.9567397107935234,-1.1170736651817008,0.9726193724982565
-3,-3,160,5.0,1.4790771365170858,0.04525916598668308,2.0616550051173475,-1.1145533841931763,0.9723654917327237
-3,-3,170,0.5,1.1527292097542812,0.6670388238740003,1.2643062878299427,-0.09048919988819337,0.9755235163057328
-3,-3,170,1.0,1.195233426757066,0.5585160095444334,1.2853010254603026,-1.0073127586722188,0.9286980179820465
-3,-3,170,1.5,1.2335510387702595,0.4029029348609008,1.4336662325280156,-1.1300534921931975,0.9663942650958897
-3,-3,170,2.0,1.2737310063928586,0.21539390663393268,1.5761160727703043,-1.1437010804914536,0.9811474425180294
-3,-3,170,2.5,1.3248519050144467,0.13658126689434597,1.716324718925594,-1.1484786371384548,0.9764005386725053
-3,-3,170,3.0,1.3825671513308702,0.1192218055504293,1.8596619346912264,-1.135907317608202,0.9736085116691706
-3,-3,170,3.5,1.439815079576392,0.10590803462513843,2.001160696633908,-1.1330807100851155,0.9711783779528194
-3,-3,170,4.0,1.4960432471934095,0.09098760059115014,2.1425708415004956,-1.1307213109310637,0.9701823304736482
-3,-3,170,4.5,1.5523049482717488,0.07374372427752672,2.2838109629698486,-1.1215911726907664,0.9704630051234296
-3,-3,170,5.0,1.6075887411057992,0.04719890488792979,2.423457448252915,-1.113574916518734,0.9718589674317281
-3,-3,180,0.5,1.1660766954868174,0.6653451710134479,1.2943060166631986,-0.10564664319302919,0.979420741829224
-3,-3,180,1.0,1.2201672570916402,0.5583357379578395,1.3517982465301763,-1.0295349957405002,0.9445201031188465
-3,-3,180,1.5,1.26767523007909,0.40107093874825106,1.5296894740241496,-1.1353338245410027,0.9715223275399896
-3,-3,180,2.0,1.317844338505341,0.2094814589169418,1.7043612556183332,-1.1458351576133614,0.9800684365734708
-3,-3,180,2.5,1.3809486151936228,0.13938467598190263,1.8765852779561305,-1.1512507674775025,0.9731171417610321
-3,-3,180,3.0,1.4498312294138451,0.12513760340768787,2.051981897315108,-1.139247396386868,0.9709165840098481
-3,-3,180,3.5,1.5182879766502808,0.11364169632911447,2.22552207978812,-1.1370274629176804,0.9686785027378839
-3,-3,180,4.0,1.5857016110852507,0.10060572447022298,2.398975483645815,-1.1352732052025578,0.9678864014565928
-3,-3,180,4.5,1.6531519138490134,0.08537071661999107,2.572249566621055,-1.1266892603304206,0.9683181073281245
-3,-3,180,5.0,1.7195838634710183,0.06028412994481258,2.7439036169073,-1.119219990161536,0.9699535373575677
-3,-3,190,0.5,1.1778870120571103,0.6681747756512487,1.3244117715177655,-0.09048919988819337,0.9837343775346757
-3,-3,190,1.0,1.2417847201820085,0.5638901792510101,1.4029644518782258,-1.0093840354567827,0.9536170251906853
-3,-3,190,1.5,1.2971776225822822,0.41251210175092257,1.6101613721549006,-1.1336006482989593,0.9737929976704791
-3,-3,190,2.0,1.3551187243347034,0.22578110179366914,1.8114429256061506,-1.148490245828618,0.9782873841307167
-3,-3,190,2.5,1.4265865524417525,0.1471900688780066,2.010483284970404,-1.1544932491188578,0.9714597608147512
-3,-3,190,3.0,1.5046487282436376,0.13318083990253055,2.2126522139449967,-1.1430495888243009,0.9689041578085895
-3,-3,190,3.5,1.5822435859746207,0.12378748491757974,2.4129826890966406,-1.1413969822910868,0.9668473478721755
-3,-3,190,4.0,1.6588186830770986,0.11331038854991372,2.613224547172188,-1.140210806204479,0.9661795344114319
-3,-3,190,4.5,1.7354273136409,0.10079344630519138,2.813296381850504,-1.1321862102389704,0.9666284528768448
-3,-3,190,5.0,1.81105803596041,0.078626187350275,3.011774580342535,-1.125269178700321,0.9682879430539721
-3,-3,200,0.5,1.1850490738745967,0.6708882113286957,1.3525957412015734,-0.04554740932245422,0.9880327458105008
-3,-3,200,1.0,1.2535856968394403,0.5768660281175024,1.447451181094006,-0.9925053629024171,0.9570605420175256
-3,-3,200,1.5,1.3186691978538496,0.4381585925227478,1.671993480043059,-1.135931896454354,0.9726746563026284
-3,-3,200,2.0,1.3842291094957304,0.25820727888160117,1.8940973140661073,-1.1516141900697745,0.9766773853364482
-3,-3,200,2.5,1.4613864557365182,0.16005443286351162,2.1139420093072663,-1.1581416748385496,0.9708501777616676
-3,-3,200,3.0,1.5453496301027272,0.1427398633809222,2.3349032668393455,-1.1565538176547927,0.9662849377969712
-3,-3,200,3.5,1.6297336168095709,0.13551250625433262,2.5578404600579097,-1.1460937824604678,0.9654722228715962
-3,-3,200,4.0,1.7136426928842483,0.12854325213054082,2.7788031058196374,-1.1454204986746253,0.964421516804496
-3,-3,200,4.5,1.7971493013540054,0.12069608456304504,2.999622402034702,-1.1379533863409659,0.9646878022749013
-3,-3,200,5.0,1.8798334146625804,0.10604319010190771,3.220413550940875,-1.1377247939955712,0.9651253975723122
-3,-3,210,0.5,1.1888935228446522,0.6836030305752104,1.3801438025961847,0.02652229089788868,0.991866054552003
-3,-3,210,1.0,1.2646104868624797,0.6019189218276887,1.4865538085771974,-0.9279948090824403,0.9584929585756895
-3,-3,210,1.5,1.3370957338319458,0.4881189050747347,1.7107649236162312,-1.13331945385104,0.9712774005668502
-3,-3,210,2.0,1.4058723298297535,0.32322779035061006,1.9499424068320579,-1.1493156255532309,0.975303663105601
-3,-3,210,2.5,1.4847607974277497,0.1824779423580616,2.1853176328391877,-1.1530982853827112,0.972001044152262
-3,-3,210,3.0,1.570092617068252,0.15562002054813248,2.4188144881582136,-1.1610496584311718,0.9660210178889149
-3,-3,210,3.5,1.6592993580154152,0.1479905094278326,2.655672771881088,-1.1510852119127264,0.9643857206500013
-3,-3,210,4.0,1.747734162022903,0.14396840774234732,2.890662518587164,-1.1508520434228586,0.9631294508930012
-3,-3,210,4.5,1.835835422583095,0.13979694229838532,3.125585239296507,-1.1509743115034192,0.9623442915157494
-3,-3,210,5.0,1.9230102149562152,0.13268741521912736,3.360364568446771,-1.1441478623518955,0.9632280849867387
-3,-3,220,0.5,1.1902065354723352,0.6929331882586489,1.4053726392080614,0.11706242175505566,0.9939458951812726
-3,-3,220,1.0,1.2703521690156538,0.625657806775615,1.5340249067886227,-0.546115844440272,0.9828827496690691
-3,-3,220,1.5,1.3470698019893554,0.5336301950325346,1.7314745290616465,-1.1083230740442092,0.9722092483994937
-3,-3,220,2.0,1.4215827062454867,0.41757425865798836,1.976431207319179,-1.1437080070618482,0.9730617329708565
-3,-3,220,2.5,1.4963410713281413,0.25968230539342446,2.2192318796955006,-1.1576581922365197,0.9720568388632261
-3,-3,220,3.0,1.5802328178580407,0.1746546670370588,2.459836509106687,-1.1659313963698619,0.9664734431978975
-3,-3,220,3.5,1.6695717201994587,0.16226233895757425,2.7016525818790016,-1.165762299310671,0.9631626764052393
-3,-3,220,4.0,1.760037806174199,0.15863062060929647,2.9453647481665954,-1.1565479995138028,0.962258664479357
-3,-3,220,4.5,1.85000918027202,0.15738894746466514,3.1871902433364463,-1.1570270750986844,0.9612504659545993
-3,-3,220,5.0,1.9396668512042285,0.15616445004170554,3.428962619284442,-1.1577864588387021,0.9606192193990427
-3,-3,230,0.5,1.1897328614674534,0.7148247830833008,1.425935532310436,0.20717061152336966,0.9916644716433485
-3,-3,230,1.0,1.2716367939898607,0.653877883841444,1.5595498715608613,-0.3718860935729972,0.9863235651978367
-3,-3,230,1.5,1.3508775869473215,0.591119757400153,1.7275908366851245,-1.0104660350952896,0.9733690203132168
-3,-3,230,2.0,1.4273889056735893,0.5090307608678184,1.9710968461419198,-1.138726958214843,0.971230354175575
-3,-3,230,2.5,1.5020503747657978,0.3939926865235164,2.21601958708872,-1.1521232380410167,0.9709499178628813
-3,-3,230,3.0,1.5789486569007463,0.2684891718853548,2.458013812218991,-1.1623065975801685,0.9689715610726811
-3,-3,230,3.5,1.6626660433239098,0.18815514737219222,2.699656597955115,-1.162297405896352,0.9651513285337656
-3,-3,230,4.0,1.74969848393374,0.1757968698249137,2.939413081332277,-1.1720378328972885,0.9615431929310708
-3,-3,230,4.5,1.8390772486761287,0.17326670308191244,3.1825755318776148,-1.1634385075840534,0.9606465087778955
-3,-3,230,5.0,1.9280271539206002,0.17402616856816844,3.423922045669282,-1.1644586151753902,0.9596104731148105
-3,-3,240,0.5,1.1854536058565084,0.7262984669509153,1.4377497471008907,0.26860350761214136,0.9832193113251426
