x,y,theta,mag,J,min_J
-3,-3,0,0.5,1.0507359337094295,0.8749961214861433
-3,-3,0,1.0,0.9964196053572323,0.9620167468939267
-3,-3,0,1.5,0.9411284038040004,0.7010700158929288
-3,-3,0,2.0,0.8846908303420271,0.4486872286085881
-3,-3,0,2.5,0.8280072351176218,0.19889884950308367
-3,-3,0,3.0,0.7710811473728651,-0.051151174533189625
-3,-3,0,3.5,0.7139153041016453,-0.3020477506810617
-3,-3,0,4.0,0.6534517114476239,-0.5804602514927764
-3,-3,0,4.5,0.5958254302180244,-0.8339229778233737
-3,-3,0,5.0,0.5380700830550404,-1.08810464840343
-3,-3,10,0.5,1.038946604644662,0.8723165963801736
-3,-3,10,1.0,0.9747688140321318,0.8873589630296678
-3,-3,10,1.5,0.911876179881621,0.6768310985031349
-3,-3,10,2.0,0.8474346045507051,0.4185366856387742
-3,-3,10,2.5,0.7814538001158784,0.16115363508274716
-3,-3,10,3.0,0.7152397560707098,-0.09638867230445555
-3,-3,10,3.5,0.6487906488046481,-0.35473526165338054
-3,-3,10,4.0,0.582144842333387,-0.6139227822499309
-3,-3,10,4.5,0.5121521050760521,-0.9006791747219383
-3,-3,10,5.0,0.4451164995266218,-1.162165925074757
-3,-3,20,0.5,1.0310439327721581,0.8636086344658668
-3,-3,20,1.0,0.962760246842064,0.8171984645759856
-3,-3,20,1.5,0.8911697847100704,0.6659758419742097
-3,-3,20,2.0,0.8181810644710962,0.41978636025619986
-3,-3,20,2.5,0.7449343678704162,0.16248665129930712
-3,-3,20,3.0,0.6714817484513678,-0.09463952461365929
-3,-3,20,3.5,0.5978101982335499,-0.35242997550484473
-3,-3,20,4.0,0.5239464026396478,-0.6109999889554872
-3,-3,20,4.5,0.4467816651553952,-0.8960968324401017
-3,-3,20,5.0,0.37253579974223106,-1.1567583856659789
-3,-3,30,0.5,1.0273738891388666,0.8505347531350924
-3,-3,30,1.0,0.9519556193539005,0.7428508091722589
-3,-3,30,1.5,0.8757521708946973,0.5545622149355024
-3,-3,30,2.0,0.7978041305660867,0.36748545236551833
-3,-3,30,2.5,0.7195359197458684,0.18153265074993222
-3,-3,30,3.0,0.6411010147800246,-0.04606157791604111
-3,-3,30,3.5,0.5624800927124098,-0.2953710580494909
-3,-3,30,4.0,0.4836802052490137,-0.5453268034053295
-3,-3,30,4.5,0.40472940734914115,-0.7959320438143301
-3,-3,30,5.0,0.3224872157224604,-1.0723261362299046
-3,-3,40,0.5,1.0250772976033011,0.8351535827716022
-3,-3,40,1.0,0.9469791065623512,0.681253693765476
-3,-3,40,1.5,0.8672550140099115,0.4604767446486474
-3,-3,40,2.0,0.7868842299256947,0.241211235060735
-3,-3,40,2.5,0.7059991731338181,0.023265808052569253
-3,-3,40,3.0,0.6249668869492537,-0.19418053173889402
-3,-3,40,3.5,0.5438000694264133,-0.4115682686985387
-3,-3,40,4.0,0.46248615216619327,-0.6290436227478214
-3,-3,40,4.5,0.38103326290631234,-0.846643261580888
-3,-3,40,5.0,0.2994612988980534,-1.0643670992872083
-3,-3,50,0.5,1.0247592617604109,0.8163844792372824
-3,-3,50,1.0,0.9457584516828543,0.631346389130811
-3,-3,50,1.5,0.8656015945684996,0.38651046332998495
-3,-3,50,2.0,0.785611150813153,0.14196825271376418
-3,-3,50,2.5,0.7046870621659418,-0.101683241849686
-3,-3,50,3.0,0.6235146055558214,-0.3444973366238024
-3,-3,50,3.5,0.5422448464051657,-0.5869847820738898
-3,-3,50,4.0,0.4608822003953328,-0.8294138576897558
-3,-3,50,4.5,0.37941664283909515,-1.0718905815731274
-3,-3,50,5.0,0.29784879944524156,-1.3144502707490147
-3,-3,60,0.5,1.0264544445536326,0.7952882294284389
-3,-3,60,1.0,0.949260881911203,0.5953023142715025
-3,-3,60,1.5,0.8717121436772862,0.33546653060676396
-3,-3,60,2.0,0.7934695017607737,0.07304419034942086
-3,-3,60,2.5,0.7153969816268934,-0.18877927864416433
-3,-3,60,3.0,0.6367032484093124,-0.4500491754319485
-3,-3,60,3.5,0.5577881958395314,-0.7106877811802019
-3,-3,60,4.0,0.478790623149101,-0.970972582390999
-3,-3,60,4.5,0.3997393602004554,-1.2311134740700722
-3,-3,60,5.0,0.3206319761264944,-1.4912235490180088
-3,-3,70,0.5,1.0304966167197684,0.7730544576085705
-3,-3,70,1.0,0.9573592906039206,0.5735327236473107
-3,-3,70,1.5,0.884222062977364,0.3059100264411282
-3,-3,70,2.0,0.8103642189069453,0.03571888086989188
-3,-3,70,2.5,0.7364104878371884,-0.23543424924544087
-3,-3,70,3.0,0.6632994225595417,-0.5062011368425319
-3,-3,70,3.5,0.5895703230769068,-0.7773235482298505
-3,-3,70,4.0,0.5154974015408461,-1.0482146766267522
-3,-3,70,4.5,0.44125045272503793,-1.3187529414768007
-3,-3,70,5.0,0.3669207330952674,-1.5890039789419652
-3,-3,80,0.5,1.0369415360083003,0.7512308024380474
-3,-3,80,1.0,0.9698763020534791,0.5683918748215423
-3,-3,80,1.5,0.9029950964768745,0.29773438081542863
-3,-3,80,2.0,0.8361247106424902,0.027300485758180427
-3,-3,80,2.5,0.7693091019424337,-0.24295970290299818
-3,-3,80,3.0,0.7023213328859138,-0.5134691176893313
-3,-3,80,3.5,0.635192757216532,-0.7850000645039306
-3,-3,80,4.0,0.5679448846725272,-1.0568709354359371
-3,-3,80,4.5,0.5014636178997182,-1.3280838072465735
-3,-3,80,5.0,0.43334681559109056,-1.6011294249096608
-3,-3,90,0.5,1.0455921491858577,0.7295979650081245
-3,-3,90,1.0,0.9870055007141195,0.5803086364599643
-3,-3,90,1.5,0.9284188522423801,0.3154002500259227
-3,-3,90,2.0,0.8698322037706403,0.05049186359186965
-3,-3,90,2.5,0.8112455552988996,-0.21441652284217522
-3,-3,90,3.0,0.75265890682716,-0.4793249092762198
