1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
462	-0.083760	28.759980	7.579517	0.005074	0.4
463	-0.078380	29.759845	7.430216	0.006779	0.4
464	-0.068015	30.539234	7.317854	0.007543	0.4
465	-0.066264	31.524363	7.180603	0.005723	0.4
466	-0.061816	32.524111	7.046480	0.006596	0.4
467	-0.092367	31.771077	7.147032	0.015322	0.4
468	-0.051026	32.771077	7.014116	0.004375	0.4
469	-0.094909	33.116622	6.969330	0.003338	0.8
470	-0.067627	32.879870	6.999954	0.008034	0.3
471	-0.084698	32.145943	7.096621	0.009984	0.4
472	-0.074650	31.444874	7.191486	0.007287	0.4
473	-0.068794	32.444873	7.056927	0.001711	0.4
474	-0.079856	33.267314	6.949977	0.012710	0.5
475	-0.087408	32.788395	7.011858	0.005656	0.4
476	-0.092747	31.986981	7.117911	0.011023	0.5
477	-0.072125	31.185638	7.227210	0.009805	0.5
478	-0.065181	32.185638	7.091324	0.004675	0.4
479	-0.093394	33.185370	6.960487	0.013955	0.4
480	-0.059546	34.183569	6.834581	0.009846	0.4
481	-0.082000	35.183569	6.712934	0.008968	0.5
482	-0.074942	34.382147	6.810075	0.009701	0.4
483	-0.076116	35.382147	6.689291	0.011722	0.4
484	-0.082905	36.382147	6.572717	0.011141	0.6
485	-0.074755	37.382147	6.460136	0.008297	0.4
486	-0.072671	36.581068	6.550010	0.007668	0.4
487	-0.082746	35.779802	6.642443	0.012443	0.5
488	-0.068948	36.779802	6.527482	0.003918	0.3
489	-0.083417	35.993451	6.617543	0.006756	0.4
490	-0.074283	36.972106	6.505829	0.006619	0.4
491	-0.085515	37.673909	6.428012	0.014493	0.6
492	-0.051661	38.673909	6.320293	0.006573	0.4
493	-0.088848	37.872487	6.406330	0.006574	0.4
494	-0.060899	37.180455	6.482531	0.008381	0.4
495	-0.060081	38.115756	6.379967	0.014104	0.4
496	-0.090285	39.115756	6.273839	0.004833	0.4
497	-0.068159	40.115668	6.171193	0.007661	0.4
498	-0.074995	40.973330	6.085789	0.008397	0.4
499	-0.069382	41.904787	5.995674	0.011498	0.3
500	-0.074397	41.103366	6.073046	0.011255	0.4
501	-0.061912	40.301944	6.152441	0.008730	0.3
502	-0.074335	39.501197	6.233870	0.007973	0.4
503	-0.085548	40.501101	6.132518	0.009947	0.4
504	-0.063565	41.426658	6.041595	0.002601	0.3
505	-0.057721	41.147501	6.068733	0.004771	0.4
506	-0.088992	41.280589	6.055765	0.003412	0.4
507	-0.085841	40.738698	6.108917	0.008674	0.4
