1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
74	-0.184422	12.739286	10.316752	0.016751	0.3
75	-0.184719	13.730348	10.022354	0.013278	0.4
76	-0.194610	14.730348	9.741854	0.005368	0.4
77	-0.202865	15.725648	9.477841	0.004929	0.4
78	-0.200240	15.363989	9.572103	0.002666	0.4
79	-0.187549	15.164345	9.624945	0.010720	0.3
80	-0.186391	16.012153	9.404475	0.006021	0.3
81	-0.188693	15.629091	9.502825	0.008556	0.3
82	-0.198688	15.240937	9.604604	0.004844	0.4
83	-0.175962	16.141067	9.371832	0.004683	0.4
84	-0.205515	15.792828	9.460535	0.005027	0.6
85	-0.194830	15.926829	9.426205	0.006683	0.6
86	-0.199337	15.576562	9.516473	0.007740	0.5
87	-0.225629	15.188400	9.618548	0.012139	0.4
88	-0.219800	16.188025	9.359998	0.004435	0.4
89	-0.182311	17.180533	9.116684	0.004095	0.3
90	-0.205488	17.397317	9.065213	0.012231	0.4
91	-0.186580	18.334074	8.849321	0.004310	0.4
92	-0.188424	18.619077	8.785663	0.008880	0.4
93	-0.190001	18.681852	8.771764	0.004317	0.4
94	-0.221633	18.308579	8.855061	0.004507	0.4
95	-0.216198	18.953059	8.712220	0.004009	0.3
96	-0.208496	19.075278	8.685650	0.004695	0.4
97	-0.193063	18.813506	8.742758	0.005279	0.3
98	-0.234441	19.370702	8.622091	0.006752	0.4
99	-0.201635	18.991026	8.703949	0.005018	0.4
100	-0.213529	19.235145	8.651139	0.008374	0.4
101	-0.194177	19.982181	8.493444	0.002360	0.4
102	-0.206825	20.154253	8.457931	0.007415	0.4
103	-0.203113	20.323040	8.423384	0.004922	0.4
104	-0.180505	19.977755	8.494361	0.006879	0.4
105	-0.187878	20.047200	8.479990	0.017347	0.4
106	-0.222994	21.030402	8.281621	0.002205	0.4
107	-0.190580	20.659425	8.355368	0.006555	0.3
108	-0.204375	21.092888	8.269327	0.008693	0.4
109	-0.199609	20.703409	8.346556	0.004279	0.3
110	-0.215350	20.383402	8.411098	0.006243	0.3
111	-0.183644	20.381866	8.411410	0.004741	0.4
112	-0.214389	20.028236	8.483910	0.012692	0.4
113	-0.207174	20.864382	8.314463	0.010856	0.3
114	-0.195353	21.853560	8.122542	0.003807	0.4
115	-0.211006	22.586391	7.985975	0.006647	0.5
116	-0.207575	22.254066	8.047333	0.004753	0.4
117	-0.216144	23.148735	7.884254	0.005220	0.4
118	-0.197564	23.824351	7.765419	0.002860	0.4
119	-0.178339	23.636299	7.798134	0.006281	0.4
120	-0.238372	24.096906	7.718486	0.001869	0.5
121	-0.167053	24.349496	7.675495	0.003512	0.4
122	-0.227620	24.386117	7.669302	0.005019	0.3
123	-0.193036	24.439344	7.660318	0.008130	0.3
124	-0.189895	25.301550	7.517672	0.004093	0.4
125	-0.191613	25.041448	7.560141	0.004336	0.5
126	-0.196214	25.675677	7.457414	0.011592	0.5
127	-0.192941	25.708721	7.452138	0.004273	0.4
128	-0.222311	25.330137	7.513033	0.005150	0.4
129	-0.216758	25.749527	7.445634	0.004837	0.4
130	-0.193957	25.415766	7.499173	0.002441	0.5
131	-0.224569	25.659540	7.459993	0.012283	0.4
132	-0.186741	25.307104	7.516770	0.006343	0.4
133	-0.226709	25.839514	7.431329	0.013282	0.4
134	-0.210641	25.449309	7.493757	0.006618	0.4
135	-0.204026	25.109759	7.548941	0.004106	0.4
136	-0.200429	25.139770	7.544031	0.009576	0.4
137	-0.187579	25.999248	7.406073	0.010361	0.4
138	-0.196032	25.608626	7.468142	0.003719	0.3
139	-0.203432	26.107309	7.389084	0.005291	0.4
140	-0.211252	25.846099	7.430285	0.004937	0.4
141	-0.187667	25.808503	7.436252	0.003814	0.5
142	-0.216816	25.560383	7.475880	0.008975	0.4
143	-0.192331	26.485684	7.330206	0.005264	0.3
144	-0.188792	27.122178	7.233252	0.008275	0.6
145	-0.221134	26.736186	7.291740	0.006227	0.3
146	-0.202192	26.349288	7.351322	0.005429	0.4
147	-0.189432	27.271698	7.210847	0.002631	0.4
148	-0.207373	27.014134	7.249529	0.008757	0.6
149	-0.183239	26.677908	7.300653	0.004018	0.4
150	-0.195478	26.308670	7.357633	0.007959	0.3
151	-0.207895	26.184187	7.377045	0.008840	0.4
152	-0.197346	25.793732	7.438600	0.008158	0.4
153	-0.199134	25.418724	7.498695	0.004912	0.5
154	-0.187126	25.075908	7.554487	0.012845	0.4
155	-0.192841	24.693486	7.617713	0.005970	0.4
156	-0.191060	24.303247	7.683331	0.007802	0.8
157	-0.207363	23.917681	7.749284	0.007212	0.4
158	-0.207512	23.528171	7.817070	0.004568	0.4
159	-0.215143	23.151292	7.883798	0.006885	0.3
160	-0.184496	22.779801	7.950695	0.006496	0.3
161	-0.201667	22.426077	8.015457	0.004898	0.4
162	-0.172257	22.071686	8.081407	0.006082	0.5
163	-0.181013	21.733540	8.145355	0.010917	0.5
164	-0.173108	22.070048	8.081715	0.004391	0.4
165	-0.192970	21.901310	8.113502	0.007164	0.4
166	-0.203062	21.998600	8.095144	0.002227	0.4
167	-0.201639	22.469410	8.007467	0.007376	0.4
168	-0.208609	22.226684	8.052430	0.008614	0.4
169	-0.205705	21.836612	8.125756	0.009378	0.4
170	-0.183622	21.446035	8.200527	0.002832	0.4
171	-0.182175	22.131199	8.070257	0.009198	0.4
172	-0.207585	21.806583	8.131456	0.010762	0.4
173	-0.204896	21.430207	8.203586	0.007916	0.4
174	-0.179122	22.426437	8.015390	0.006114	0.4
175	-0.220273	22.050069	8.085466	0.002160	0.4
176	-0.188878	22.007936	8.093386	0.004009	0.4
177	-0.220464	21.893885	8.114906	0.003343	0.6
178	-0.210115	21.803963	8.131954	0.007122	0.4
179	-0.203518	21.753335	8.141583	0.007113	0.3
180	-0.228277	21.367538	8.215721	0.006596	0.4
181	-0.198390	21.456508	8.198504	0.008545	0.4
182	-0.215479	21.066840	8.274447	0.013410	0.3
183	-0.221643	20.676276	8.351990	0.007173	0.3
184	-0.208406	20.913938	8.304632	0.002229	0.4
185	-0.181917	20.619976	8.363288	0.013442	0.4
186	-0.210019	20.382588	8.411263	0.004132	0.4
187	-0.172469	19.996096	8.490561	0.002727	0.4
188	-0.208373	20.085917	8.471999	0.002829	0.4
189	-0.219252	20.301017	8.427876	0.005787	0.4
190	-0.188082	20.716527	8.343932	0.003390	0.3
191	-0.226157	20.419101	8.403849	0.001013	0.4
192	-0.216205	20.518078	8.383814	0.002189	0.3
193	-0.214057	20.568745	8.373595	0.013845	0.3
194	-0.197507	20.368476	8.414133	0.007489	0.4
195	-0.183722	19.979530	8.493993	0.002410	0.8
196	-0.197203	19.804953	8.530333	0.002732	0.4
197	-0.229528	19.667349	8.559197	0.004964	0.4
198	-0.210557	19.553734	8.583176	0.002120	0.4
199	-0.217354	19.905272	8.509413	0.009856	0.4
200	-0.189598	20.248516	8.438603	0.002923	0.5
201	-0.208400	20.829950	8.321307	0.007554	0.4
202	-0.186397	21.113243	8.265330	0.004456	0.5
203	-0.207617	20.829981	8.321301	0.008588	0.4
204	-0.221103	20.896909	8.308008	0.009886	0.4
205	-0.216120	21.895692	8.114564	0.009239	0.4
206	-0.225521	22.895597	7.929721	0.005647	0.4
207	-0.197331	22.506740	8.000596	0.015850	0.6
208	-0.227722	23.505570	7.821040	0.006649	0.4
209	-0.237331	24.505497	7.649182	0.015052	0.4
210	-0.197548	25.503069	7.485094	0.004675	0.4
211	-0.212901	26.391596	7.344759	0.017009	0.4
212	-0.201980	26.616328	7.310094	0.004709	0.4
213	-0.227152	27.496393	7.177438	0.002494	0.3
214	-0.198080	27.240561	7.215502	0.007595	0.4
215	-0.195970	27.849497	7.125556	0.003350	0.4
216	-0.182709	27.544913	7.170264	0.002617	0.4
217	-0.232754	27.393071	7.192762	0.010024	0.4
218	-0.201656	27.114761	7.234367	0.007029	0.4
219	-0.218803	26.724354	7.293548	0.012601	0.4
220	-0.223730	26.333746	7.353736	0.007914	0.3
221	-0.208396	25.949781	7.413876	0.002021	0.4
222	-0.187989	25.667889	7.458658	0.003218	0.4
223	-0.182335	25.612691	7.467491	0.006073	0.4
224	-0.168143	26.214184	7.372358	0.008375	0.4
225	-0.224576	25.825302	7.433585	0.007182	0.4
226	-0.206063	25.435186	7.496036	0.011188	0.4
227	-0.201640	26.434827	7.338065	0.010248	0.4
228	-0.208683	26.138523	7.384191	0.005327	0.3
229	-0.216005	27.107501	7.235459	0.006479	0.5
230	-0.187920	26.727429	7.293078	0.004905	0.4
231	-0.219305	27.363043	7.197228	0.006764	0.4
232	-0.213411	26.986415	7.253716	0.009036	0.4
233	-0.204351	26.628642	7.308204	0.004548	0.4
234	-0.250272	27.204716	7.220867	0.005573	0.4
235	-0.194966	26.947609	7.259587	0.005573	0.4
236	-0.200402	27.023290	7.248147	0.003399	0.8
237	-0.211346	27.403799	7.191168	0.006715	0.4
238	-0.213022	27.080321	7.239549	0.006835	0.4
239	-0.198559	26.738351	7.291409	0.008796	0.4
240	-0.189608	27.730657	7.142934	0.007824	0.3
241	-0.194683	28.728901	6.999548	0.008501	0.4
242	-0.194898	28.339579	7.054779	0.006748	0.3
243	-0.183027	28.022278	7.100442	0.004180	0.3
244	-0.209850	27.652148	7.154460	0.008373	0.3
245	-0.185678	28.578849	7.020733	0.005216	0.4
246	-0.194477	28.231133	7.070320	0.008052	0.5
247	-0.211903	28.898640	6.975738	0.005786	0.4
248	-0.200761	28.518224	7.029328	0.003355	0.4
249	-0.187680	28.360114	7.051844	0.013948	0.4
250	-0.225277	28.451395	7.038828	0.003955	0.4
251	-0.206387	28.188871	7.076394	0.007812	0.4
252	-0.212040	28.028231	7.099580	0.003817	0.4
253	-0.198484	27.745725	7.140726	0.004025	0.4
254	-0.200228	27.574988	7.165825	0.003767	0.4
255	-0.206173	27.333823	7.201579	0.007295	0.3
256	-0.203851	26.975856	7.255313	0.002518	0.3
257	-0.221894	26.980490	7.254612	0.004183	0.3
258	-0.199337	26.905223	7.266010	0.008794	0.4
259	-0.187527	26.589772	7.314173	0.004006	0.3
260	-0.210016	26.640017	7.306459	0.003211	0.3
261	-0.193314	26.504149	7.327357	0.006598	0.4
262	-0.213603	26.623039	7.309064	0.006840	0.4
263	-0.223344	27.423591	7.188229	0.019081	0.4
264	-0.208874	27.033023	7.246678	0.010828	0.5
265	-0.204537	28.033023	7.098886	0.010174	0.5
266	-0.202781	28.999450	6.961674	0.004158	0.4
267	-0.226066	28.613120	7.015883	0.003785	0.7
268	-0.189113	28.347819	7.053601	0.014442	0.4
269	-0.194284	27.958666	7.109668	0.002261	0.3
270	-0.216299	27.654559	7.154105	0.003594	0.4
271	-0.216102	27.576083	7.165663	0.004472	0.4
272	-0.185101	27.807561	7.131679	0.006593	0.4
273	-0.204434	27.503596	7.176372	0.006162	0.4
274	-0.193440	28.446412	7.039537	0.003923	0.4
275	-0.209416	28.830789	6.985237	0.006745	0.5
276	-0.188274	28.637364	7.012456	0.003151	0.5
277	-0.210411	29.098523	6.947906	0.006992	0.5
278	-0.206440	29.814590	6.849998	0.003369	0.4
279	-0.195737	30.146881	6.805495	0.006661	0.4
280	-0.189188	30.490027	6.760141	0.005376	0.4
281	-0.226876	31.414776	6.640873	0.011065	0.4
282	-0.180724	32.184533	6.544757	0.006569	0.4
283	-0.205935	33.180729	6.424422	0.015571	0.4
284	-0.210952	34.180587	6.308013	0.003100	0.4
285	-0.198173	34.037119	6.324456	0.001273	0.4
286	-0.236978	33.972373	6.331905	0.005338	0.4
287	-0.207593	34.117212	6.315266	0.005579	0.4
288	-0.193977	34.141509	6.312483	0.005752	0.4
289	-0.185997	34.910966	6.225610	0.007829	0.4
290	-0.239332	35.395876	6.172080	0.003652	0.4
291	-0.207146	35.036534	6.211659	0.005095	0.4
292	-0.186746	35.521387	6.158374	0.007570	0.4
293	-0.231747	35.169907	6.196910	0.006199	0.4
294	-0.208071	36.147502	6.090902	0.008054	0.4
295	-0.214680	35.759533	6.132535	0.003841	0.3
296	-0.221350	35.427189	6.168655	0.006856	0.4
297	-0.184566	35.088035	6.205956	0.012210	0.4
298	-0.228740	34.697442	6.249476	0.009518	0.4
299	-0.205318	34.306811	6.293616	0.012450	0.4
300	-0.215040	33.916176	6.338385	0.006605	0.4
301	-0.215278	34.902475	6.226555	0.006352	0.4
302	-0.217311	35.791691	6.129063	0.006723	0.4
303	-0.202027	35.418681	6.169585	0.008302	0.4
304	-0.204495	35.058058	6.209274	0.006368	0.4
305	-0.190383	35.812942	6.126770	0.008019	0.4
306	-0.196832	36.371645	6.067106	0.009991	0.4
307	-0.194488	35.981371	6.108660	0.006210	0.4
308	-0.191821	36.008681	6.105734	0.008268	0.4
309	-0.185136	35.627059	6.146882	0.004793	0.4
310	-0.214912	36.339700	6.070486	0.007322	0.5
311	-0.228450	37.219591	5.978741	0.017863	0.4
312	-0.184908	36.828955	6.019127	0.008782	0.4
313	-0.221512	37.828954	5.916812	0.001612	0.7
314	-0.186988	37.606741	5.939246	0.010095	0.5
315	-0.221123	37.740067	5.925765	0.013893	0.4
316	-0.231995	38.668682	5.833543	0.006590	0.3
317	-0.197827	38.278078	5.871983	0.003975	0.4
318	-0.196132	38.877023	5.813246	0.014635	0.4
319	-0.192723	39.865155	5.718869	0.007520	0.4
320	-0.188980	40.865143	5.626429	0.008843	0.4
321	-0.221935	40.496737	5.660135	0.002704	0.4
322	-0.207211	40.464149	5.663136	0.012718	0.3
323	-0.197577	40.083874	5.698392	0.005023	0.3
324	-0.206678	39.755978	5.729146	0.006094	0.4
325	-0.196705	39.438953	5.759197	0.006071	0.4
326	-0.201488	39.066278	5.794930	0.006467	0.4
327	-0.194829	38.739108	5.826666	0.005335	0.4
328	-0.190313	38.359447	5.863933	0.006343	0.4
329	-0.185518	39.157014	5.786189	0.003283	0.4
330	-0.185905	38.931368	5.807974	0.004380	0.3
331	-0.214552	39.350792	5.767610	0.012698	0.3
332	-0.181262	40.327761	5.675731	0.006603	0.4
333	-0.203578	39.943856	5.711484	0.007834	0.4
334	-0.203779	39.559195	5.747762	0.003292	0.4
335	-0.215964	39.201320	5.781930	0.005515	0.4
336	-0.218451	39.694105	5.734986	0.013532	0.5
337	-0.212028	39.333222	5.769290	0.008472	0.4
338	-0.202248	40.333199	5.675227	0.004217	0.4
339	-0.212615	39.983178	5.707801	0.003382	0.4
340	-0.189957	39.980665	5.708036	0.006546	0.3
341	-0.214208	39.669278	5.737333	0.011505	0.3
342	-0.202972	39.280080	5.774376	0.008151	0.3
343	-0.205511	38.889502	5.812034	0.005340	0.4
344	-0.224378	39.845959	5.720673	0.003937	0.4
345	-0.231528	39.536454	5.749921	0.009313	0.4
346	-0.211433	40.088471	5.697963	0.004767	0.4
347	-0.196322	40.033511	5.703094	0.005105	0.4
348	-0.197227	39.733120	5.731302	0.006972	0.4
349	-0.196364	39.506650	5.752754	0.019762	0.4
350	-0.215006	39.142064	5.787627	0.004965	0.4
351	-0.196109	38.752376	5.825372	0.002887	0.3
352	-0.208536	39.149030	5.786957	0.004579	0.4
353	-0.219790	38.871134	5.813818	0.005518	0.5
354	-0.217389	38.849037	5.815964	0.006645	0.4
355	-0.215373	38.526036	5.847523	0.008401	0.4
356	-0.215065	39.051117	5.796393	0.010492	0.4
357	-0.211688	40.021484	5.704218	0.005229	0.4
358	-0.195429	39.632154	5.740846	0.007718	0.4
359	-0.213272	39.255699	5.776712	0.006517	0.4
360	-0.212611	40.230875	5.684711	0.006427	0.4
361	-0.214921	40.206967	5.686932	0.005267	0.4
362	-0.205490	41.060067	5.608757	0.010227	0.4
363	-0.185253	41.952974	5.529204	0.009362	0.4
364	-0.211460	41.562531	5.563711	0.006215	0.4
365	-0.172914	42.541333	5.478007	0.005260	0.4
366	-0.222868	43.328727	5.410955	0.007701	0.4
367	-0.216005	43.213454	5.420669	0.004075	0.3
368	-0.217748	43.057394	5.433875	0.003326	0.4
369	-0.230686	43.252460	5.417378	0.008536	0.4
370	-0.186794	44.033917	5.352282	0.014043	0.4
371	-0.229157	43.643284	5.384625	0.014149	0.4
372	-0.198438	44.643284	5.302596	0.007371	0.4
373	-0.180435	45.643089	5.223045	0.014400	0.3
374	-0.202538	45.252456	5.253841	0.002143	0.4
375	-0.210172	44.885952	5.283066	0.013975	0.4
376	-0.202937	45.735014	5.215850	0.004360	0.4
377	-0.185780	45.345101	5.246504	0.014596	0.4
378	-0.195833	44.960144	5.277124	0.007184	0.3
379	-0.231894	44.569883	5.308532	0.004151	0.4
380	-0.211006	44.392876	5.322902	0.008500	0.4
381	-0.222317	45.241982	5.254671	0.008295	0.4
382	-0.210902	46.002839	5.195001	0.007096	0.5
383	-0.203829	45.613755	5.225345	0.009821	0.4
384	-0.211403	46.606413	5.148622	0.013269	0.3
385	-0.216177	47.606404	5.073577	0.010425	0.4
386	-0.214733	48.606399	5.000687	0.010212	0.4
387	-0.199820	49.606312	4.929869	0.007208	0.4
388	-0.212164	49.247598	4.955043	0.003832	0.4
389	-0.225189	48.909951	4.978974	0.007430	0.4
390	-0.216219	48.715067	4.992893	0.001187	0.4
391	-0.217183	48.648947	4.997633	0.012587	0.5
392	-0.232957	48.362114	5.018299	0.007253	0.4
393	-0.223763	49.361949	4.946990	0.009327	0.4
394	-0.220983	50.359011	4.877868	0.001882	0.3
395	-0.203610	50.052919	4.898882	0.007592	0.4
396	-0.221156	49.934345	4.907071	0.006072	0.4
397	-0.208481	49.657964	4.926265	0.013201	0.4
398	-0.205508	49.267702	4.953625	0.006473	0.4
399	-0.210583	48.878206	4.981236	0.008780	0.4
400	-0.187753	49.830777	4.914246	0.005928	0.3
401	-0.202928	49.441928	4.941373	0.008258	0.4
402	-0.209813	49.520621	4.935859	0.008557	0.4
403	-0.195678	49.130312	4.963330	0.006776	0.4
404	-0.219747	49.308997	4.950716	0.007900	0.4
405	-0.228329	48.920175	4.978246	0.008613	0.4
406	-0.216077	49.917416	4.908242	0.001754	0.3
407	-0.217672	49.623768	4.928650	0.004735	0.4
408	-0.216871	49.657768	4.926279	0.002908	0.4
409	-0.220286	49.583264	4.931478	0.012758	0.4
410	-0.234451	49.204494	4.958085	0.003298	0.3
411	-0.214116	48.911049	4.978896	0.007088	0.4
412	-0.212877	49.217730	4.957150	0.006228	0.4
413	-0.203527	48.832214	4.984517	0.009660	0.3
414	-0.214283	48.445237	5.012293	0.005406	0.4
415	-0.203103	49.415081	4.943257	0.002006	0.3
416	-0.165036	49.340666	4.948487	0.003334	0.4
417	-0.209354	49.579924	4.931712	0.007377	0.4
418	-0.221162	49.693655	4.923778	0.002372	0.4
419	-0.231964	49.464468	4.939792	0.004193	0.4
420	-0.210575	49.495873	4.937592	0.007041	0.4
421	-0.210460	49.687661	4.924195	0.006695	0.4
422	-0.211384	50.062466	4.898224	0.009860	0.4
423	-0.211873	49.672777	4.925232	0.007521	0.4
424	-0.218245	49.282425	4.952587	0.007340	0.4
425	-0.192938	49.672050	4.925283	0.002970	0.4
426	-0.235596	49.326665	4.949472	0.015337	0.4
427	-0.225427	48.978367	4.974106	0.012731	0.4
428	-0.203388	48.587730	5.002029	0.005003	0.4
429	-0.211430	49.574229	4.932110	0.008758	0.3
430	-0.213360	50.527436	4.866382	0.005882	0.4
431	-0.180916	50.138207	4.893008	0.005909	0.5
432	-0.193049	50.901709	4.841051	0.004327	0.4
433	-0.200672	50.644677	4.858419	0.012733	0.4
434	-0.198554	50.267311	4.884145	0.009092	0.4
435	-0.193143	49.887806	4.910292	0.004864	0.4
436	-0.201160	50.777351	4.849438	0.006786	0.4
437	-0.236635	50.405111	4.874719	0.011664	0.4
438	-0.212070	50.015113	4.901490	0.010034	0.3
439	-0.214850	49.859468	4.912256	0.003452	0.4
440	-0.207752	50.612601	4.860595	0.007440	0.4
441	-0.184846	51.006366	4.834015	0.006618	0.4
442	-0.211733	51.938436	4.772242	0.015021	0.4
443	-0.201608	51.558265	4.797246	0.013207	0.4
444	-0.198535	52.558265	4.732029	0.006012	0.4
445	-0.195117	52.168906	4.757210	0.007870	0.4
446	-0.209901	53.109148	4.696854	0.006974	0.4
447	-0.201628	54.000067	4.641060	0.001114	0.4
448	-0.196736	54.272289	4.624276	0.013619	0.4
449	-0.204250	54.523415	4.608900	0.005695	0.4
450	-0.212406	54.134862	4.632734	0.010743	0.4
451	-0.196976	53.777353	4.654883	0.011376	0.5
452	-0.179682	53.386759	4.679325	0.003938	0.4
453	-0.232907	52.999491	4.703814	0.005680	0.4
454	-0.221852	52.731604	4.720904	0.005007	0.4
455	-0.202591	52.634041	4.727159	0.003991	0.4
456	-0.192089	52.320618	4.747367	0.007540	0.4
457	-0.192665	52.008797	4.767643	0.006641	0.4
458	-0.225044	51.652625	4.791015	0.007362	0.4
459	-0.211206	52.624722	4.727758	0.002069	0.3
460	-0.220486	52.571854	4.731155	0.006137	0.4
461	-0.201104	52.623095	4.727862	0.007074	0.4
462	-0.203071	52.241027	4.752525	0.004219	0.4
463	-0.208083	51.971417	4.770085	0.005107	0.4
464	-0.196084	51.707059	4.787429	0.005709	0.4
465	-0.198812	51.461110	4.803678	0.011710	0.3
466	-0.204952	51.074554	4.829442	0.004727	0.4
467	-0.193641	52.065515	4.763942	0.007852	0.3
468	-0.224260	51.752698	4.784425	0.012204	0.4
469	-0.223345	51.375549	4.809357	0.005572	0.5
470	-0.204391	51.065577	4.830043	0.002411	0.4
471	-0.218412	51.188492	4.821819	0.005839	0.3
472	-0.190146	51.665545	4.790164	0.005220	0.4
473	-0.242199	51.664443	4.790236	0.007429	0.4
474	-0.227766	51.289710	4.815068	0.010297	0.4
475	-0.175800	52.287044	4.749541	0.003292	0.4
476	-0.211828	52.487352	4.736595	0.002976	0.4
477	-0.202005	52.422176	4.740800	0.013337	0.4
478	-0.212041	52.044031	4.765343	0.008400	0.3
479	-0.202675	53.043399	4.701025	0.015015	0.4
480	-0.222008	54.041985	4.638468	0.007408	0.4
481	-0.209568	53.652119	4.662692	0.001125	0.4
482	-0.217255	53.776794	4.654918	0.003130	0.4
483	-0.221533	53.836099	4.651229	0.004198	0.4
484	-0.214914	53.557327	4.668620	0.014428	0.4
485	-0.210646	54.535338	4.608172	0.001638	0.4
486	-0.192425	54.421776	4.615111	0.007348	0.4
487	-0.192706	54.280943	4.623745	0.005315	0.3
488	-0.223117	53.925868	4.645657	0.003202	0.3
489	-0.186064	54.027416	4.639369	0.006276	0.5
490	-0.215100	54.157853	4.631317	0.005068	0.4
491	-0.195086	54.936477	4.583829	0.004268	0.4
492	-0.199752	55.139688	4.571595	0.001949	0.4
493	-0.227068	55.091051	4.574518	0.003716	0.4
494	-0.187726	55.154119	4.570729	0.007840	0.4
495	-0.212801	55.398595	4.556103	0.009695	0.5
496	-0.189524	56.395470	4.497419	0.004405	0.5
497	-0.216392	57.365204	4.441765	0.003838	0.5
498	-0.199929	57.827260	4.415729	0.006278	0.4
499	-0.220158	57.891731	4.412121	0.007198	0.4
500	-0.187419	58.860258	4.358612	0.005603	0.4
501	-0.198845	59.816999	4.307013	0.013413	1.0
502	-0.206898	59.426511	4.327924	0.012157	0.4
503	-0.205383	60.426511	4.274773	0.002853	0.4
504	-0.214338	60.555361	4.268019	0.005025	0.4
505	-0.202583	61.037632	4.242929	0.004203	0.4
506	-0.218805	60.911406	4.249467	0.003622	0.6
507	-0.196640	60.673315	4.261855	0.009665	0.4
508	-0.205304	60.334760	4.279595	0.004887	0.4
509	-0.249950	59.947220	4.300084	0.003197	0.4
510	-0.209449	60.076478	4.293228	0.007054	0.5
511	-0.195181	59.728906	4.311713	0.006325	0.4
512	-0.195545	59.381065	4.330371	0.004823	0.4
513	-0.221467	59.082493	4.346516	0.007256	0.4
514	-0.193339	58.802095	4.361788	0.005289	0.4
