1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.036951	0.000000	279.459852	0.014617	25.7
1	-0.048116	0.000000	279.459852	0.036250	0.5
2	-0.031640	1.000000	266.757132	0.028647	0.5
3	-0.030078	2.000000	255.158996	0.011827	0.4
4	-0.017941	1.035805	266.323684	0.016474	0.8
5	-0.012340	0.071611	278.510120	0.014962	0.4
6	-0.019143	0.000000	279.459852	0.006494	0.4
7	-0.041597	0.999999	266.757143	0.012480	0.4
8	-0.025088	0.035805	278.984190	0.018581	0.5
9	-0.029139	0.000000	279.459852	0.022030	0.6
10	-0.003859	0.000000	279.459852	0.002472	0.5
11	-0.015494	1.000000	266.757132	0.031711	0.4
12	-0.017349	0.036389	278.976442	0.009497	0.4
13	-0.024878	1.036389	266.316634	0.016941	0.5
14	-0.027166	0.072194	278.502410	0.015034	0.4
15	-0.010865	1.072194	265.884615	0.004648	0.4
16	-0.009723	0.108010	278.029857	0.015290	0.4
17	-0.024674	0.000000	279.459852	0.021832	0.4
18	-0.009083	1.000000	266.757132	0.014289	0.4
19	-0.017676	0.035805	278.984178	0.011397	0.5
20	-0.013645	0.000000	279.459852	0.010286	0.5
21	-0.014474	1.000000	266.757132	0.014866	0.5
22	-0.018524	0.035806	278.984178	0.009183	0.5
23	-0.018230	1.018494	266.533075	0.036066	0.4
24	-0.016028	2.018494	254.953991	0.006543	0.4
25	-0.014701	1.054299	266.100354	0.013283	0.4
26	-0.014163	2.054299	254.558023	0.012595	0.5
27	-0.009818	3.054162	243.976781	0.014621	0.4
28	-0.025288	4.054162	234.238807	0.016618	0.4
29	-0.012889	5.054162	225.248350	0.006090	0.4
30	-0.012584	4.089967	233.904528	0.009174	0.4
31	-0.012607	5.089967	224.939223	0.009480	0.4
32	-0.028302	6.089912	216.636250	0.020618	0.7
33	-0.004294	7.089912	208.924006	0.022355	0.5
34	-0.013830	6.201421	215.748177	0.012638	0.5
35	-0.008424	5.237226	223.676729	0.006155	0.6
36	-0.004911	6.236063	215.473763	0.003970	0.4
37	-0.012623	7.121154	208.691892	0.012751	0.5
38	-0.005209	8.121098	201.525947	0.002591	0.5
39	-0.013889	9.120250	194.840911	0.009457	0.5
40	-0.010891	8.156087	201.284107	0.010384	0.5
41	-0.013200	7.192249	208.165614	0.012255	0.5
42	-0.011934	6.232340	215.503214	0.032752	0.8
43	-0.004654	7.232340	207.870010	0.025215	0.5
44	-0.011471	8.232340	200.759050	0.022497	0.5
45	-0.003575	7.268146	207.606714	0.002622	0.5
46	-0.011370	6.498230	213.419444	0.003066	0.5
47	-0.016164	7.493032	205.968146	0.022038	0.5
48	-0.017525	6.528837	213.182158	0.012504	0.5
49	-0.012633	7.528837	205.709643	0.006374	0.5
50	-0.011420	8.522101	198.788595	0.016571	0.5
51	-0.020540	7.579986	205.341487	0.015017	0.5
52	-0.019771	8.579986	198.399581	0.016378	0.5
53	-0.020888	7.615792	205.084553	0.027553	0.5
54	-0.006498	6.651597	212.235728	0.016210	0.5
55	-0.024321	7.651597	204.828262	0.011302	0.5
56	-0.000567	8.651590	197.920480	0.002163	0.5
57	-0.013621	8.051752	202.006986	0.006510	0.5
58	-0.011405	7.097209	208.869748	0.014019	0.5
59	-0.016156	8.095946	201.700157	0.011469	0.4
60	-0.009047	7.131752	208.613278	0.004906	0.4
61	-0.006008	6.167559	216.017083	0.008704	0.7
62	-0.022722	7.167546	208.348176	0.011668	0.6
63	-0.006175	8.167546	201.205026	0.006325	0.5
64	-0.007010	9.167546	194.535440	0.010683	0.6
65	-0.000896	8.203363	200.958257	0.000896	0.5
66	-0.027442	7.954073	202.688472	0.016859	0.5
67	-0.011531	8.155245	201.289920	0.007937	0.5
68	-0.014056	9.155228	194.614907	0.024873	0.5
69	-0.011000	8.191034	201.043135	0.010057	0.5
70	-0.018330	7.226839	207.910524	0.007117	0.5
71	-0.001370	6.262649	215.263632	0.004749	0.6
72	-0.013456	6.914366	210.237871	0.010971	0.7
73	-0.008578	5.950172	217.759537	0.005768	0.7
74	-0.002867	4.985977	225.839378	0.016919	0.6
75	-0.003589	5.970957	217.591715	0.003273	0.6
76	-0.008661	5.579736	220.794401	0.006291	0.6
77	-0.013778	6.578664	212.796996	0.005782	0.5
78	-0.012176	5.614470	220.506250	0.011146	0.5
79	-0.006260	4.650351	228.794405	0.001682	0.5
80	-0.011517	3.686437	237.727988	0.003331	0.5
81	-0.012550	2.996485	244.563186	0.015293	0.5
82	-0.011307	2.032291	254.801265	0.014679	0.6
83	-0.018473	1.068097	265.933987	0.013644	0.6
84	-0.003311	2.068097	254.405771	0.006984	0.5
85	-0.004432	3.068097	243.835522	0.008446	0.6
86	-0.008135	2.104200	254.008232	0.017451	0.6
87	-0.023353	1.140005	265.070259	0.012544	0.5
88	-0.009708	2.140005	253.615194	0.014375	0.5
89	-0.000484	3.140005	243.109182	0.006533	0.5
90	-0.014207	2.175989	253.221425	0.013117	0.5
91	-0.011481	3.115107	243.360190	0.012872	0.8
92	-0.016599	2.150912	253.495710	0.011991	0.5
93	-0.010646	3.150912	242.999390	0.006936	0.5
94	-0.031095	3.354083	240.972202	0.029124	0.5
95	-0.008537	4.354083	231.467926	0.007425	0.5
96	-0.021333	3.389888	240.618444	0.022179	0.5
97	-0.023517	4.389888	231.141504	0.013391	0.5
98	-0.014041	3.431841	240.205269	0.025742	0.5
99	-0.012376	4.431841	230.760208	0.013996	0.5
100	-0.012163	3.467646	239.853757	0.020261	0.6
101	-0.011436	4.467646	230.435778	0.006311	0.5
102	-0.018280	3.503452	239.503272	0.013414	0.7
103	-0.013455	3.030272	244.219325	0.016711	0.6
104	-0.004667	4.030272	234.462367	0.006463	0.6
105	-0.005012	3.066078	243.855976	0.020107	0.4
106	-0.021738	2.102483	254.027108	0.015297	0.5
107	-0.007809	1.138288	265.090815	0.006417	0.5
108	-0.019631	0.174120	277.161791	0.013820	0.5
109	-0.011456	0.000000	279.459852	0.016260	0.5
110	-0.006031	0.000000	279.459852	0.011414	0.5
111	-0.015399	0.000000	279.459852	0.027354	0.5
112	-0.004676	0.000000	279.459852	0.007204	0.5
113	-0.019459	0.000000	279.459852	0.015609	0.6
114	-0.009897	0.000000	279.459852	0.011764	0.5
115	-0.003624	1.000000	266.757132	0.005648	0.5
116	-0.006615	0.087456	278.300854	0.021554	0.5
117	-0.010219	0.000000	279.459852	0.009620	0.5
118	-0.002878	1.000000	266.757132	0.000997	0.5
119	-0.011413	0.084140	278.344616	0.012026	0.5
120	-0.013206	0.000000	279.459852	0.008909	0.5
121	-0.010021	1.000000	266.757132	0.010096	0.7
122	-0.019123	2.000000	255.158996	0.019928	0.5
123	-0.012164	3.000000	244.527371	0.008903	0.5
124	-0.021640	2.035805	254.762392	0.012151	0.5
125	-0.005049	2.941471	245.125159	0.021276	0.5
126	-0.017343	1.977277	255.411336	0.008709	0.5
127	-0.007683	2.977277	244.759111	0.011960	0.5
128	-0.004746	3.977255	234.960045	0.002239	0.5
129	-0.008482	4.965024	226.021623	0.011958	0.8
130	-0.007351	4.076487	234.030266	0.004954	0.7
131	-0.016379	5.076487	225.055504	0.011343	0.5
132	-0.001338	6.066380	216.824597	0.001618	0.6
133	-0.018361	6.202477	215.739800	0.009326	0.5
134	-0.015050	6.140995	216.228513	0.003170	0.5
135	-0.017035	7.140994	208.544761	0.013805	0.5
136	-0.012605	8.140994	201.388356	0.009418	0.5
137	-0.006473	7.176800	208.279755	0.019985	0.5
138	-0.006407	6.212605	215.659504	0.011408	0.5
139	-0.002160	7.211991	208.019945	0.010125	0.5
140	-0.003905	7.763490	204.031464	0.004516	0.5
141	-0.012022	7.046232	209.249385	0.014186	0.5
142	-0.000267	8.046232	202.045374	0.000074	0.5
143	-0.013084	7.824503	203.599588	0.030710	0.5
144	-0.010349	7.828581	203.570788	0.018959	0.5
145	-0.016052	8.828581	196.746099	0.016154	0.5
146	-0.006902	9.827780	190.369107	0.026828	0.5
147	-0.023574	10.827780	184.387882	0.014304	0.5
148	-0.015240	11.827780	178.771058	0.017997	0.5
149	-0.014379	10.863585	184.180684	0.008136	0.5
150	-0.016605	9.899392	189.927910	0.017672	0.5
151	-0.010384	8.937727	196.028804	0.011196	0.8
152	-0.004365	9.937727	189.692566	0.004565	0.5
153	-0.002200	8.973572	195.794380	0.036291	0.5
154	-0.008569	8.009761	202.299386	0.004129	0.5
155	-0.005426	9.009761	195.558267	0.004102	0.5
156	-0.017240	8.176328	201.144465	0.012608	0.5
157	-0.011467	9.176328	194.478827	0.027290	0.5
158	-0.003941	10.176328	188.240799	0.010310	0.5
159	-0.004844	11.172226	182.413764	0.006869	0.8
160	-0.010844	10.208032	188.049567	0.005286	0.7
161	-0.007885	10.322284	187.363632	0.003311	0.6
162	-0.003062	9.377965	193.187956	0.003992	0.5
163	-0.000965	8.419529	199.481676	0.000714	0.6
164	-0.007332	8.495088	198.970650	0.009860	0.6
165	-0.007438	9.463903	192.642977	0.004158	0.6
166	-0.018126	10.388306	186.969530	0.032749	0.5
167	-0.007142	9.424112	192.894929	0.007941	0.5
168	-0.003840	10.419912	186.781458	0.009176	0.6
169	-0.008127	9.455717	192.694754	0.004642	0.6
170	-0.004620	10.444184	186.637275	0.002896	0.5
171	-0.018790	10.477189	186.441584	0.013350	0.5
172	-0.015260	11.477189	180.700891	0.010179	0.5
173	-0.019773	10.512994	186.229747	0.015700	0.6
174	-0.019041	9.548800	192.107611	0.010110	0.5
175	-0.007833	10.548800	186.018390	0.009364	0.6
176	-0.019892	10.322307	187.363496	0.019077	0.5
177	-0.007707	9.358112	193.314289	0.012053	0.6
178	-0.012457	10.342973	187.239954	0.011301	0.5
179	-0.020408	9.378779	193.182777	0.020547	0.5
180	-0.015536	10.378779	187.026299	0.007742	0.6
181	-0.008612	11.378779	181.250099	0.007184	0.5
182	-0.013842	11.635599	179.823785	0.009625	0.5
183	-0.001491	12.635598	174.477554	0.001388	0.5
184	-0.012796	13.128344	171.958443	0.002956	0.5
185	-0.000484	12.425070	175.576504	0.001894	0.5
186	-0.010274	12.426490	175.569046	0.008529	0.5
187	-0.006536	11.645742	179.767913	0.006506	0.6
188	-0.007631	10.681547	185.238960	0.002446	0.6
189	-0.015255	9.720643	191.033009	0.013285	0.5
190	-0.003950	10.546442	186.032290	0.008019	0.5
191	-0.014917	10.623710	185.577748	0.024524	0.5
192	-0.018099	9.659516	191.413882	0.015133	0.4
193	-0.007688	8.695321	197.629010	0.009906	0.5
194	-0.007995	9.675039	191.317012	0.009363	0.4
195	-0.000476	9.091397	195.027733	0.000814	0.5
196	-0.007442	8.692640	197.646856	0.013681	0.6
197	-0.004207	8.715777	197.492962	0.002385	0.5
198	-0.012537	9.715312	191.066169	0.039194	0.5
199	-0.025109	8.753679	197.241387	0.030657	0.5
200	-0.003710	9.753679	190.827800	0.004891	0.5
201	-0.010081	10.753417	184.819696	0.016480	0.5
202	-0.007879	9.789223	190.607505	0.007984	0.5
203	-0.010736	10.789223	184.611526	0.014425	0.4
204	-0.013878	9.825028	190.386100	0.013923	0.4
205	-0.011325	8.860834	196.533592	0.013409	0.5
206	-0.002506	8.262345	200.553202	0.001089	0.5
207	-0.005904	8.798563	196.944290	0.009869	0.4
208	-0.007330	9.778893	190.671473	0.007267	0.4
209	-0.008997	8.895572	196.305222	0.004997	0.5
210	-0.009302	9.895572	189.951394	0.014011	0.4
211	-0.009830	8.931377	196.070393	0.010690	0.5
212	-0.022334	7.967183	202.596744	0.025265	0.4
213	-0.015498	7.002988	209.572524	0.004805	0.4
214	-0.012339	6.038794	217.045811	0.010955	0.4
215	-0.003957	5.077465	225.047063	0.002722	0.5
216	-0.004106	4.113271	233.687480	0.008982	0.5
217	-0.013834	5.082241	225.005856	0.019121	0.4
218	-0.005620	4.118046	233.643049	0.024163	0.4
219	-0.006786	5.118046	224.697393	0.004784	0.5
220	-0.007878	5.217131	223.848174	0.013147	0.6
221	-0.015410	4.255357	232.372755	0.018243	0.5
222	-0.001008	5.246895	223.594332	0.002168	0.4
223	-0.007529	4.396584	231.080562	0.006997	0.5
224	-0.009102	4.952003	226.135026	0.003926	0.5
225	-0.007411	5.952003	217.744741	0.002167	0.4
226	-0.004316	5.095214	224.893997	0.006037	0.5
227	-0.006796	4.373075	231.294666	0.017655	0.5
228	-0.007166	3.410506	240.415213	0.021175	0.4
229	-0.006627	2.446311	250.301929	0.003085	0.4
230	-0.003562	2.721269	247.400627	0.004840	0.4
231	-0.015968	3.707847	237.521988	0.016844	0.5
232	-0.008015	4.699710	228.354989	0.018795	0.5
233	-0.003873	3.735515	237.256305	0.002911	0.5
234	-0.002901	2.771321	246.879717	0.004261	0.4
235	-0.009813	3.770496	236.921255	0.022031	0.4
236	-0.004334	2.806301	246.516957	0.002480	0.4
237	-0.016233	3.803662	236.604458	0.009347	0.4
238	-0.002580	4.776186	227.677473	0.024351	0.4
239	-0.002884	3.811991	236.525025	0.017480	0.4
240	-0.005704	4.807713	227.399339	0.003037	0.5
241	-0.012739	3.843519	236.224868	0.010340	0.4
242	-0.007669	2.965559	244.878780	0.013004	0.4
243	-0.019172	3.965559	235.070116	0.034447	0.4
244	-0.004529	3.001365	244.513467	0.005260	0.4
245	-0.016769	4.001365	234.733462	0.014248	0.5
246	-0.010883	3.037671	244.144155	0.005423	0.4
247	-0.009872	2.073477	254.346451	0.031326	0.4
248	-0.008484	1.109282	265.438600	0.007474	0.4
249	-0.009959	2.109282	253.952367	0.006472	0.5
250	-0.005857	1.145088	265.009423	0.014502	0.5
251	-0.018802	1.128355	265.209819	0.010316	0.5
252	-0.005973	2.128298	253.743568	0.007557	0.4
253	-0.024623	3.128298	243.227138	0.021469	0.5
254	-0.012238	2.517497	249.544280	0.012620	0.6
255	-0.006375	1.553303	260.212750	0.004308	0.4
256	-0.013127	0.635026	271.257220	0.006235	0.5
257	-0.003595	1.629599	259.335434	0.004258	0.5
258	-0.013856	2.629599	248.360409	0.012416	0.5
259	-0.026608	3.530705	239.237191	0.017957	0.5
260	-0.013768	4.530705	229.866624	0.015895	0.5
261	-0.014966	3.566510	238.888505	0.005790	0.5
262	-0.001868	4.566336	229.546265	0.003528	0.4
263	-0.004948	5.548784	221.051817	0.007363	0.4
264	-0.020151	4.584777	229.380811	0.024831	0.4
265	-0.010255	3.620582	238.363853	0.006460	0.5
266	-0.006583	2.656403	248.079001	0.010751	0.4
267	-0.010981	3.655900	238.022421	0.009542	0.5
268	-0.008077	2.691705	247.709352	0.019411	0.5
269	-0.017115	3.691705	237.677264	0.010337	0.5
270	-0.016706	4.691705	228.426136	0.009673	0.4
271	-0.004739	5.691549	219.869477	0.006907	0.4
272	-0.009224	6.691549	211.929528	0.010716	0.4
273	-0.000520	5.727354	219.574927	0.004073	0.4
274	-0.009590	6.060824	216.869112	0.009145	0.4
275	-0.007190	7.042652	209.276100	0.006298	0.5
276	-0.007162	8.042614	202.070550	0.009033	0.4
277	-0.013367	9.042572	195.344692	0.022696	0.4
278	-0.010411	8.078377	201.822023	0.009015	0.4
279	-0.004689	9.078377	195.112153	0.008285	0.5
280	-0.005501	10.078377	188.834085	0.013017	0.5
281	-0.004098	11.078377	182.947438	0.010044	0.5
282	-0.014227	12.077292	177.422531	0.015628	0.4
283	-0.006989	13.077292	172.216057	0.010172	0.4
284	-0.007499	12.113098	177.230682	0.008005	0.5
285	-0.003422	13.113098	172.035297	0.007843	0.5
286	-0.007896	14.113098	167.135835	0.008572	0.4
287	-0.000587	14.027238	167.545524	0.016219	0.6
288	-0.008577	13.230189	171.446815	0.005558	0.6
289	-0.012337	12.833611	173.456418	0.013716	0.6
290	-0.003569	13.833558	168.477103	0.010614	0.5
291	-0.018177	12.869363	173.273316	0.004302	0.5
292	-0.006113	11.917526	178.283654	0.027089	0.5
293	-0.001006	11.191959	182.301951	0.003232	0.5
294	-0.000123	11.308957	181.641796	0.000223	0.5
295	-0.000721	11.305213	181.662842	0.005006	0.4
296	-0.000842	11.301132	181.685795	0.001812	0.4
297	-0.007987	11.353448	181.392006	0.003187	0.4
298	-0.004091	12.342801	176.009717	0.004252	0.4
299	-0.006855	13.217327	171.511259	0.007029	0.5
300	-0.009584	12.823399	173.508784	0.012475	0.4
301	-0.014495	13.823399	168.526250	0.010534	0.5
302	-0.009064	14.823398	163.821892	0.008638	0.5
303	-0.006979	13.859204	168.353154	0.014463	0.5
304	-0.005522	14.859204	163.658315	0.014824	0.4
305	-0.004636	15.859204	159.218222	0.003389	0.4
306	-0.015719	15.335275	161.514036	0.016448	0.4
307	-0.007887	16.335275	157.187992	0.023016	0.4
308	-0.002890	15.371080	161.355034	0.001201	0.5
309	-0.003616	14.406942	165.748766	0.017246	0.5
310	-0.001488	13.575692	169.733604	0.001039	0.5
311	-0.016537	13.274088	171.227223	0.011255	0.4
312	-0.000030	12.806436	173.595847	0.000022	0.4
313	-0.011241	12.815722	173.548177	0.007760	0.4
314	-0.007950	12.806624	173.594883	0.010666	0.4
315	-0.010354	13.787481	168.700252	0.006643	0.4
316	-0.012335	14.787481	163.986307	0.009635	0.4
317	-0.008845	15.787481	159.528641	0.022994	0.4
318	-0.000354	16.787460	155.306996	0.000669	0.4
319	-0.012298	16.687593	155.718537	0.010124	0.5
320	-0.002777	15.895011	159.063697	0.014528	0.4
321	-0.012045	14.935531	163.310707	0.007535	0.6
322	-0.003080	15.935531	158.889200	0.002828	0.5
323	-0.008517	16.929905	154.723743	0.019598	0.5
324	-0.006314	17.873114	150.969559	0.014659	0.4
325	-0.006220	18.872550	147.185392	0.013048	0.4
326	-0.000232	19.872550	143.584310	0.000338	0.4
327	-0.009483	19.903532	143.475555	0.003760	0.4
328	-0.000982	19.953706	143.299775	0.000851	0.4
329	-0.001417	19.999855	143.138478	0.001664	0.4
330	-0.002846	20.076440	142.871604	0.001692	0.4
331	-0.003334	20.578239	141.147316	0.003070	0.4
332	-0.007418	20.858603	140.201931	0.009116	0.4
333	-0.002102	21.651536	137.595442	0.001582	0.4
334	-0.006927	21.823098	137.044192	0.010623	0.5
335	-0.003441	21.814791	137.070781	0.005438	0.4
336	-0.012751	21.299891	138.739292	0.008806	0.5
337	-0.009249	22.157050	135.983737	0.010981	0.5
338	-0.004117	22.789990	134.018229	0.002284	0.4
339	-0.000152	22.843838	133.853631	0.000167	0.4
340	-0.007558	22.928643	133.595224	0.008022	0.5
341	-0.008229	23.145382	132.939316	0.015724	0.5
342	-0.007074	22.181188	135.907723	0.008463	0.5
343	-0.004783	23.181188	132.831579	0.002608	0.5
344	-0.006718	22.217027	135.795016	0.007864	0.5
345	-0.004663	21.252833	138.893808	0.004176	0.4
346	-0.004484	22.243237	135.712711	0.012531	0.5
347	-0.007912	23.243237	132.645289	0.004873	0.5
348	-0.008351	24.242451	129.715714	0.030244	0.4
349	-0.008185	23.546953	131.740927	0.026284	0.4
350	-0.004940	24.546953	128.848507	0.002722	0.4
351	-0.014642	25.546953	126.080367	0.016656	0.4
352	-0.017580	26.314532	124.034976	0.005835	0.5
353	-0.005974	27.314532	121.467737	0.019325	0.5
354	-0.006334	26.350338	123.941183	0.018015	0.5
355	-0.007503	25.386143	126.517457	0.004174	0.6
356	-0.008567	26.386143	123.847532	0.034227	0.6
357	-0.006873	27.386143	121.287966	0.005959	0.5
358	-0.007278	28.386143	118.832055	0.000661	0.5
359	-0.007677	28.347768	118.924464	0.012244	0.5
360	-0.013590	29.247445	116.795131	0.009516	0.5
361	-0.010243	28.283250	119.080152	0.004470	0.5
362	-0.007542	27.319062	121.456350	0.015741	0.5
363	-0.011034	26.354867	123.929328	0.004934	0.5
364	-0.007752	27.354867	121.366415	0.003615	0.5
365	-0.016989	27.320662	121.452329	0.010582	0.5
366	-0.009021	26.356467	123.925141	0.011531	0.5
367	-0.006621	26.859538	122.622515	0.008454	0.5
368	-0.008082	25.895344	125.143702	0.013615	0.4
369	-0.014188	26.894509	122.532979	0.011907	0.4
370	-0.000222	25.930315	125.050448	0.000663	0.4
371	-0.016784	24.982602	127.627770	0.015458	0.4
372	-0.009793	25.232499	126.937914	0.009406	0.5
373	-0.013049	24.268304	129.641634	0.009293	0.5
374	-0.010189	25.268304	126.839681	0.005689	0.5
375	-0.008460	26.268304	124.156282	0.018136	0.5
376	-0.011927	25.305413	126.738032	0.009363	0.4
377	-0.001197	25.547273	126.079499	0.009686	0.5
378	-0.005022	26.547273	123.427833	0.004650	0.5
379	-0.011772	26.765364	122.864276	0.008757	0.4
380	-0.009265	27.500875	121.001051	0.015124	0.4
381	-0.013455	28.500875	118.556629	0.025660	0.4
382	-0.011836	29.500875	116.209013	0.009625	0.5
383	-0.002240	28.536681	118.470935	0.003275	0.5
384	-0.010438	29.536681	116.126679	0.013215	0.4
385	-0.009019	28.572486	118.385365	0.031736	0.5
386	-0.011160	27.992133	119.787739	0.010835	0.5
387	-0.015062	28.992133	117.391608	0.015011	0.7
388	-0.017843	28.027939	119.700258	0.012278	0.5
389	-0.007699	29.027939	117.307589	0.011724	0.5
390	-0.007640	28.063744	119.612903	0.009523	0.4
391	-0.008576	29.063744	117.223691	0.008971	0.5
392	-0.000198	30.063744	114.928057	0.000059	0.5
393	-0.008590	30.048274	114.962886	0.009289	0.4
394	-0.004410	30.204399	114.612359	0.006566	0.4
395	-0.010520	29.241343	116.809315	0.006261	0.4
396	-0.002686	28.277149	119.094895	0.005173	0.5
397	-0.008236	29.275511	116.729930	0.008037	0.4
398	-0.006172	29.856452	115.396506	0.008918	0.4
399	-0.003659	30.856452	113.171199	0.000972	0.4
400	-0.011399	29.893373	115.312791	0.009961	0.5
401	-0.011678	29.545891	116.105518	0.012588	0.5
402	-0.017134	28.581697	118.363374	0.026432	0.4
403	-0.006958	29.581697	116.023330	0.018032	0.5
404	-0.006406	28.617502	118.277959	0.005658	0.4
405	-0.023525	27.916394	119.973212	0.017156	0.5
406	-0.007497	26.961408	122.362064	0.006601	0.4
407	-0.005547	25.997214	124.872443	0.014091	0.5
408	-0.010346	25.033019	127.487986	0.007675	0.5
409	-0.009207	26.006388	124.848073	0.006755	0.5
410	-0.011396	25.042195	127.462578	0.013362	0.5
411	-0.008955	26.042195	124.753040	0.002590	0.4
412	-0.017647	27.042195	122.156301	0.036383	0.5
413	-0.003124	26.078224	124.657568	0.002601	0.5
414	-0.011599	25.114029	127.264023	0.009669	0.4
415	-0.010239	25.224714	126.959291	0.013713	0.7
416	-0.003768	26.030688	124.783565	0.002596	0.5
417	-0.016997	27.030614	122.185755	0.018776	0.6
418	-0.005584	28.030612	119.693732	0.003131	0.4
419	-0.004730	27.066417	122.094743	0.004844	0.7
420	-0.014831	26.229548	124.258163	0.031839	0.7
421	-0.006174	25.265354	126.847769	0.006656	0.5
422	-0.007303	24.301159	129.547609	0.004075	0.4
423	-0.015368	24.667352	128.508806	0.007178	0.5
424	-0.009363	24.574675	128.770133	0.006825	0.5
425	-0.004473	25.574674	126.005323	0.002752	0.5
426	-0.010108	25.098010	127.308248	0.005537	0.5
427	-0.017394	25.441806	126.365819	0.021329	0.5
428	-0.006351	26.439665	123.707806	0.003020	0.5
429	-0.004217	27.439665	121.153953	0.003089	0.5
430	-0.005983	27.289380	121.531007	0.010405	0.5
431	-0.011500	26.498813	123.553760	0.011575	0.5
432	-0.009918	25.534618	126.113787	0.006778	0.4
433	-0.008010	26.518120	123.503557	0.005558	0.4
434	-0.010416	25.553926	126.061482	0.011548	0.4
435	-0.005718	24.590031	128.726758	0.010327	0.4
436	-0.016384	25.590031	125.963790	0.019012	0.5
437	-0.009364	24.625837	128.625738	0.023429	0.4
438	-0.006246	25.625837	125.867058	0.005037	0.4
439	-0.005149	24.661659	128.524830	0.001758	0.4
440	-0.014979	23.885521	130.747217	0.012367	0.5
441	-0.001631	22.947774	133.537067	0.002107	0.7
442	-0.005069	22.264468	135.646113	0.026591	0.5
443	-0.010253	23.234854	132.670425	0.005260	0.5
444	-0.007160	22.270660	135.626703	0.008061	0.6
445	-0.013362	21.306465	138.717732	0.011592	0.4
446	-0.002657	22.262711	135.651620	0.013808	0.4
447	-0.015351	21.410439	138.377651	0.007251	0.5
448	-0.006871	20.446244	141.596832	0.008962	0.4
449	-0.005759	21.445509	138.263317	0.018145	0.5
450	-0.008801	20.481315	141.477119	0.013277	0.5
451	-0.010534	21.481315	138.146781	0.005585	0.6
452	-0.007137	22.481315	134.969629	0.011391	0.5
453	-0.018337	23.401846	132.171461	0.012769	0.4
454	-0.011422	22.437652	135.105298	0.005454	0.5
455	-0.015436	21.473457	138.172338	0.012693	0.5
456	-0.000218	22.473457	134.994023	0.001374	0.4
457	-0.010536	22.055640	136.304022	0.027298	0.4
458	-0.000221	23.055640	133.210116	0.000292	0.4
459	-0.010302	22.708578	134.267851	0.011227	0.4
460	-0.008149	22.686111	134.336904	0.009904	0.5
461	-0.009540	21.927655	136.710400	0.021748	0.4
462	-0.000275	21.429291	138.316165	0.000536	0.5
463	-0.006100	20.876060	140.143483	0.003570	0.5
464	-0.002134	20.823264	140.320394	0.005009	0.5
465	-0.018331	21.502788	138.076986	0.021449	0.4
466	-0.015326	20.544342	141.262483	0.013104	0.5
467	-0.005669	19.580147	144.618915	0.023755	0.4
468	-0.010571	20.580147	141.140839	0.020594	0.5
