Index,Dice coefficient,IoU score,Precision,Recall,SSIM,MSE,Hamming distance,Rand index
3,0.6222791012298973,0.4516728328541786,0.5999046994687832,0.6463871396717353,0.6832913555813283,0.11704948246080246,0.11704948246080246,0.8829505175391975
