Index,Dice coefficient,IoU score,Precision,Recall,SSIM,MSE,Hamming distance,Rand index
0,0.29747145156572974,0.17472332657170375,0.25741125528726616,0.3522987194488827,0.515975033047741,0.23168029507858176,0.23168029507858176,0.7683197049214182
