Index,Dice coefficient,IoU score,Precision,Recall,SSIM,MSE,Hamming distance,Rand index
40,0.7763152870647695,0.6344079311104868,0.7455850786911129,0.8096875581728353,0.8740241079731101,0.03797053662097555,0.03797053662097555,0.9620294633790244
